WALIS LUM ID,Is this datapoint public?,Luminescence method,IGSN,Reference (s),Sample ID,Analysis ID,Reported ID,Laboratory name,Mineral type,Grain size,Date of analysis,Accepted?,Reason for rejection,Reported Latitude,Reported Longitude,Sample latitude (decimal degrees),Sample longitude (decimal degrees),Are Lat/Long estimated?,Original elevation datum used,Elevation measurement method,Reported elevation (m),Reported elevation uncertainty (m),Elevation above MSL (m),Elevation uncertainty used (m),Comments on elevation,Age is Older/Equal/Younger than,Marine Isotopic Stage,Comments/details on MIS designation or age,Age (ka),Age uncertainty (ka),Aliquot size,Equivalent Dose measurement protocol,Treatment during measurement,Statistical model for burial dose,Machine type,Detection unit,Stimulation unit,Optical Filters used for Detection,Number of aliquots/ single grains run,Number of aliquots/ single grains used in sample,Uncertainty level,Equivalent dose (Gy),Equivalent dose uncertainty (Gy),Overdispersion value (%),Overdispersion value uncertainty (%),Depth of burial (m),Approach of dose rate dermination,Uncertainty levels,Uranium content (ppm),Uranium content uncertainty (ppm),Thorium content (ppm),Thorium content uncertainty (ppm),Potassium content (%),Potassium content uncertainty (%),Rubidium content (ppm),Rubidium content uncertainty (ppm),Alpha dose rate (Gy/ka),Alpha dose rate uncertainty (Gy/ka),Gamma dose rate (Gy/ka),Gamma dose rate uncertainty (Gy/ka),Beta dose rate (Gy/ka),Beta dose rate uncertainty (Gy/ka),Cosmic dose rate (Gy/ka),Cosmic dose rate uncertainty (Gy/ka),Field water content (% of dry mass),Water content determination method,Water Content used in Final Age Calculation (% of dry mass),Water Content used in Final Age Calculation  uncertainty (% of dry mass),Alpha attenuation factor,Dose Rate conversion factors,Total dose rate (Gy/Ka),Total dose rate uncertainty (Gy/ka),Was fading correction applied?,Method of fading correction,g-value (% per decade),g-value (±1σ) (% per decade),Comments,Record created by,Record updated by,Last Update
538,1,OSL,,"Mangerud et al., 1999
 Murray et al., 2007",MU07-004,MU07-004-001,952507,"Nordic Laboratory for Luminescence Dating, Risø, Denmark",Quartz,Fine grains (Silt),,Yes,,,,67.000000,50.338889,No,Mean Sea Level / General definition,Cross-section from publication,48.8,N/A,48.8,5,"Elevation is taken from a diagram from Mangerud et al (1999). According to Valery Astakhov, the elevations for the northern Russian surveys are taken from 1:1000000 topographic maps with contour intervals of 10 m, with an accuracy that is likely dependent on the number of survey points in the area. An uncertainty of 5 m (half the contour interval) is applied.",Equal to,MIS 5,"Numerous OSL dates, along with warmer-than-present mollusc fossils indicates this unit is likely late MIS 6/MIS 5e.",109.00,9.00,,single aliquot regeneration and added dose (SARA),,,Risø TL/OSL reader model DA12 or 15,,blue light,7.5 mm of U340 glass filter,,48,1-sigma,157,8,,,5,field gamma spectrometry and laboratory beta counting,,,,,,,,,,,,,,,,0.06,,,estimated,27.000,,,,1.45,0.07,,,,,SAR age of this sample is 124±8 ka ,Evan Gowan,Evan Gowan,2021-08-20 02:46:28
539,1,OSL,,"Mangerud et al., 1999
 Murray et al., 2007",MU07-005,MU07-005-001,952509,"Nordic Laboratory for Luminescence Dating, Risø, Denmark",Quartz,Fine grains (Silt),,Yes,,,,67.000000,50.338889,No,Mean Sea Level / General definition,Cross-section from publication,47.7,N/A,47.7,5,"Elevation is taken from a diagram from Mangerud et al (1999). According to Valery Astakhov, the elevations for the northern Russian surveys are taken from 1:1000000 topographic maps with contour intervals of 10 m, with an accuracy that is likely dependent on the number of survey points in the area. An uncertainty of 5 m (half the contour interval) is applied.",Equal to,MIS 5,"Numerous OSL dates, along with warmer-than-present mollusc fossils indicates this unit is likely late MIS 6/MIS 5e.",144.00,19.00,,single aliquot regeneration and added dose (SARA),,,Risø TL/OSL reader model DA12 or 15,,blue light,7.5 mm of U340 glass filter,,48,1-sigma,201,24,,,6,field gamma spectrometry and laboratory beta counting,,,,,,,,,,,,,,,,0.06,,,estimated,27.000,,,,1.47,0.07,,,,,SAR age of this sample is 113±7 ka ,Evan Gowan,Evan Gowan,2021-08-20 02:46:39
540,1,OSL,,"Mangerud et al., 1999
 Murray et al., 2007",MU07-006,MU07-006-001,2501,"Nordic Laboratory for Luminescence Dating, Risø, Denmark",Quartz,Fine grains (Silt),,Yes,,,,67.000000,50.338889,No,Mean Sea Level / General definition,Cross-section from publication,37.4,N/A,37.4,5,"Elevation is taken from a composite stratigraphy diagram from Murray et al (2007). According to Valery Astakhov, the elevations for the northern Russian surveys are taken from 1:1000000 topographic maps with contour intervals of 10 m, with an accuracy that is likely dependent on the number of survey points in the area. An uncertainty of 5 m (half the contour interval) is applied.",Equal to,MIS 5,"Numerous OSL dates, along with warmer-than-present mollusc fossils indicates this unit is likely late MIS 6/MIS 5e.",123.00,10.00,,single aliquot regeneration and added dose (SARA),,,Risø TL/OSL reader model DA12 or 15,,blue light,7.5 mm of U340 glass filter,,48,1-sigma,146,10,,,5.5,high-resolution gamma spectrometry,,,,,,,,,,,,,,,,0.06,,,estimated,27.000,,,,1.18,0.04,,,,,SAR age of this sample is 118±7 ka ,Evan Gowan,Evan Gowan,2021-08-20 02:46:51
541,1,OSL,,"Mangerud et al., 1999
 Murray et al., 2007",MU07-007,MU07-007-001,H22545,"Nordic Laboratory for Luminescence Dating, Risø, Denmark",Quartz,Fine grains (Silt),,Yes,,,,67.000000,50.338889,No,Mean Sea Level / General definition,Cross-section from publication,39.8,N/A,39.8,5,"Elevation is taken from a composite stratigraphy diagram from Murray et al (2007). According to Valery Astakhov, the elevations for the northern Russian surveys are taken from 1:1000000 topographic maps with contour intervals of 10 m, with an accuracy that is likely dependent on the number of survey points in the area. An uncertainty of 5 m (half the contour interval) is applied.",Equal to,MIS 5,"Numerous OSL dates, along with warmer-than-present mollusc fossils indicates this unit is likely late MIS 6/MIS 5e.",111.00,12.00,,single aliquot regeneration and added dose (SARA),,,Risø TL/OSL reader model DA12 or 15,,blue light,7.5 mm of U340 glass filter,,48,1-sigma,112,10,,,3.3,high-resolution gamma spectrometry,,,,,,,,,,,,,,,,0.06,,,measured in laboratory,24.000,,,,1.02,0.07,,,,,SAR age of this sample is 101±8 ka ,Evan Gowan,Evan Gowan,2021-08-20 02:47:02
542,1,OSL,,"Mangerud et al., 1999
 Murray et al., 2007",MU07-008,MU07-008-001,H22546,"Nordic Laboratory for Luminescence Dating, Risø, Denmark",Quartz,Fine grains (Silt),,Yes,,,,67.000000,50.338889,No,Mean Sea Level / General definition,Cross-section from publication,38.7,N/A,38.7,5,"Elevation is taken from a composite stratigraphy diagram from Murray et al (2007). According to Valery Astakhov, the elevations for the northern Russian surveys are taken from 1:1000000 topographic maps with contour intervals of 10 m, with an accuracy that is likely dependent on the number of survey points in the area. An uncertainty of 5 m (half the contour interval) is applied.",Equal to,MIS 5,"Numerous OSL dates, along with warmer-than-present mollusc fossils indicates this unit is likely late MIS 6/MIS 5e.",128.00,11.00,,single aliquot regeneration and added dose (SARA),,,Risø TL/OSL reader model DA12 or 15,,blue light,7.5 mm of U340 glass filter,,48,1-sigma,146,10,,,4.3,high-resolution gamma spectrometry,,,,,,,,,,,,,,,,0.06,,,measured in laboratory,25.000,,,,1.16,0.06,,,,,SAR age of this sample is 111±7 ka ,Evan Gowan,Evan Gowan,2021-08-20 02:47:15
543,1,OSL,,"Mangerud et al., 1999
 Murray et al., 2007",MU07-009,MU07-009-001,H22547,"Nordic Laboratory for Luminescence Dating, Risø, Denmark",Quartz,Fine grains (Silt),,Yes,,,,67.000000,50.338889,No,Mean Sea Level / General definition,Cross-section from publication,37.7,N/A,37.7,5,"Elevation is taken from a composite stratigraphy diagram from Murray et al (2007). According to Valery Astakhov, the elevations for the northern Russian surveys are taken from 1:1000000 topographic maps with contour intervals of 10 m, with an accuracy that is likely dependent on the number of survey points in the area. An uncertainty of 5 m (half the contour interval) is applied.",Equal to,MIS 5,"Numerous OSL dates, along with warmer-than-present mollusc fossils indicates this unit is likely late MIS 6/MIS 5e.",127.00,13.00,,single aliquot regeneration and added dose (SARA),,,Risø TL/OSL reader model DA12 or 15,,blue light,7.5 mm of U340 glass filter,,48,1-sigma,134,11,,,5.3,high-resolution gamma spectrometry,,,,,,,,,,,,,,,,0.06,,,measured in laboratory,28.000,,,,1.09,0.06,,,,,SAR age of this sample is 90±7 ka ,Evan Gowan,Evan Gowan,2021-08-20 02:47:28
544,1,OSL,,"Mangerud et al., 1999
 Murray et al., 2007",MU07-010,MU07-010-001,H22548,"Nordic Laboratory for Luminescence Dating, Risø, Denmark",Quartz,Fine grains (Silt),,Yes,,,,67.000000,50.338889,No,Mean Sea Level / General definition,Cross-section from publication,36.8,N/A,36.8,5,"Elevation is taken from a composite stratigraphy diagram from Murray et al (2007). According to Valery Astakhov, the elevations for the northern Russian surveys are taken from 1:1000000 topographic maps with contour intervals of 10 m, with an accuracy that is likely dependent on the number of survey points in the area. An uncertainty of 5 m (half the contour interval) is applied.",Equal to,MIS 5,"Numerous OSL dates, along with warmer-than-present mollusc fossils indicates this unit is likely late MIS 6/MIS 5e.",119.00,12.00,,single aliquot regeneration and added dose (SARA),,,Risø TL/OSL reader model DA12 or 15,,blue light,7.5 mm of U340 glass filter,,48,1-sigma,128,9,,,6.2,high-resolution gamma spectrometry,,,,,,,,,,,,,,,,0.06,,,measured in laboratory,28.000,,,,1.14,0.05,,,,,SAR age of this sample is 128±9 ka ,Evan Gowan,Evan Gowan,2021-08-20 02:47:58
545,1,OSL,,"Mangerud et al., 1999
 Murray et al., 2007",MU07-011,MU07-011-001,H22549,"Nordic Laboratory for Luminescence Dating, Risø, Denmark",Quartz,Fine grains (Silt),,Yes,,,,67.000000,50.338889,No,Mean Sea Level / General definition,Cross-section from publication,36,N/A,36,5,"Elevation is taken from a composite stratigraphy diagram from Murray et al (2007). According to Valery Astakhov, the elevations for the northern Russian surveys are taken from 1:1000000 topographic maps with contour intervals of 10 m, with an accuracy that is likely dependent on the number of survey points in the area. An uncertainty of 5 m (half the contour interval) is applied.",Equal to,MIS 5,"Numerous OSL dates, along with warmer-than-present mollusc fossils indicates this unit is likely late MIS 6/MIS 5e.",118.00,16.00,,single aliquot regeneration and added dose (SARA),,,Risø TL/OSL reader model DA12 or 15,,blue light,7.5 mm of U340 glass filter,,44,1-sigma,125,15,,,7,high-resolution gamma spectrometry,,,,,,,,,,,,,,,,0.06,,,measured in laboratory,28.000,,,,1.11,0.05,,,,,SAR age of this sample is 108±9 ka ,Evan Gowan,Evan Gowan,2021-08-20 02:48:12
546,1,OSL,,"Mangerud et al., 1999
 Murray et al., 2007",MU07-012,MU07-012-001,H22550,"Nordic Laboratory for Luminescence Dating, Risø, Denmark",Quartz,Fine grains (Silt),,Yes,,,,67.000000,50.338889,No,Mean Sea Level / General definition,Cross-section from publication,35.1,N/A,35.1,5,"Elevation is taken from a composite stratigraphy diagram from Murray et al (2007). According to Valery Astakhov, the elevations for the northern Russian surveys are taken from 1:1000000 topographic maps with contour intervals of 10 m, with an accuracy that is likely dependent on the number of survey points in the area. An uncertainty of 5 m (half the contour interval) is applied.",Equal to,MIS 5,"Numerous OSL dates, along with warmer-than-present mollusc fossils indicates this unit is likely late MIS 6/MIS 5e.",119.00,14.00,,single aliquot regeneration and added dose (SARA),,,Risø TL/OSL reader model DA12 or 15,,blue light,7.5 mm of U340 glass filter,,42,1-sigma,116,12,,,7.8,high-resolution gamma spectrometry,,,,,,,,,,,,,,,,0.06,,,measured in laboratory,27.000,,,,1.04,0.05,,,,,SAR age of this sample is 106±7 ka ,Evan Gowan,Evan Gowan,2021-08-20 02:48:28
547,1,OSL,,"Mangerud et al., 1999
 Murray et al., 2007",MU07-013,MU07-013-001,H22551,"Nordic Laboratory for Luminescence Dating, Risø, Denmark",Quartz,Fine grains (Silt),,Yes,,,,67.000000,50.338889,No,Mean Sea Level / General definition,Cross-section from publication,34.4,N/A,34.4,5,"Elevation is taken from a composite stratigraphy diagram from Murray et al (2007). According to Valery Astakhov, the elevations for the northern Russian surveys are taken from 1:1000000 topographic maps with contour intervals of 10 m, with an accuracy that is likely dependent on the number of survey points in the area. An uncertainty of 5 m (half the contour interval) is applied.",Equal to,MIS 5,"Numerous OSL dates, along with warmer-than-present mollusc fossils indicates this unit is likely late MIS 6/MIS 5e.",146.00,15.00,,single aliquot regeneration and added dose (SARA),,,Risø TL/OSL reader model DA12 or 15,,blue light,7.5 mm of U340 glass filter,,46,1-sigma,136,12,,,8.6,high-resolution gamma spectrometry,,,,,,,,,,,,,,,,0.06,,,measured in laboratory,24.000,,,,1.00,0.04,,,,,SAR age of this sample is 102±12 ka ,Evan Gowan,Evan Gowan,2021-08-20 02:48:38
548,1,OSL,,"Mangerud et al., 1999
 Murray et al., 2007",MU07-014,MU07-014-001,H22552,"Nordic Laboratory for Luminescence Dating, Risø, Denmark",Quartz,Fine grains (Silt),,Yes,,,,67.000000,50.338889,No,Mean Sea Level / General definition,Cross-section from publication,33.6,N/A,33.6,5,"Elevation is taken from a composite stratigraphy diagram from Murray et al (2007). According to Valery Astakhov, the elevations for the northern Russian surveys are taken from 1:1000000 topographic maps with contour intervals of 10 m, with an accuracy that is likely dependent on the number of survey points in the area. An uncertainty of 5 m (half the contour interval) is applied.",Equal to,MIS 5,"Numerous OSL dates, along with warmer-than-present mollusc fossils indicates this unit is likely late MIS 6/MIS 5e.",141.00,18.00,,single aliquot regeneration and added dose (SARA),,,Risø TL/OSL reader model DA12 or 15,,blue light,7.5 mm of U340 glass filter,,48,1-sigma,146,17,,,9.4,high-resolution gamma spectrometry,,,,,,,,,,,,,,,,0.06,,,measured in laboratory,28.000,,,,1.11,0.05,,,,,SAR age of this sample is 113±6 ka ,Evan Gowan,Evan Gowan,2021-08-20 02:48:51
549,1,OSL,,"Mangerud et al., 1999
 Murray et al., 2007",MU07-015,MU07-015-001,H22553,"Nordic Laboratory for Luminescence Dating, Risø, Denmark",Quartz,Fine grains (Silt),,Yes,,,,67.000000,50.338889,No,Mean Sea Level / General definition,Cross-section from publication,32.8,N/A,32.8,5,"Elevation is taken from a composite stratigraphy diagram from Murray et al (2007). According to Valery Astakhov, the elevations for the northern Russian surveys are taken from 1:1000000 topographic maps with contour intervals of 10 m, with an accuracy that is likely dependent on the number of survey points in the area. An uncertainty of 5 m (half the contour interval) is applied.",Equal to,MIS 5,"Numerous OSL dates, along with warmer-than-present mollusc fossils indicates this unit is likely late MIS 6/MIS 5e.",159.00,13.00,,single aliquot regeneration and added dose (SARA),,,Risø TL/OSL reader model DA12 or 15,,blue light,7.5 mm of U340 glass filter,,48,1-sigma,124,6,,,10.2,high-resolution gamma spectrometry,,,,,,,,,,,,,,,,0.06,,,measured in laboratory,26.000,,,,0.86,0.05,,,,,SAR age of this sample is 101±8 ka ,Evan Gowan,Evan Gowan,2021-08-20 02:49:03
550,1,OSL,,"Mangerud et al., 1999
 Murray et al., 2007",MU07-016,MU07-016-001,H22554,"Nordic Laboratory for Luminescence Dating, Risø, Denmark",Quartz,Fine grains (Silt),,Yes,,,,67.000000,50.338889,No,Mean Sea Level / General definition,Cross-section from publication,32,N/A,32,5,"Elevation is taken from a composite stratigraphy diagram from Murray et al (2007). According to Valery Astakhov, the elevations for the northern Russian surveys are taken from 1:1000000 topographic maps with contour intervals of 10 m, with an accuracy that is likely dependent on the number of survey points in the area. An uncertainty of 5 m (half the contour interval) is applied.",Equal to,MIS 5,"Numerous OSL dates, along with warmer-than-present mollusc fossils indicates this unit is likely late MIS 6/MIS 5e.",117.00,14.00,,single aliquot regeneration and added dose (SARA),,,Risø TL/OSL reader model DA12 or 15,,blue light,7.5 mm of U340 glass filter,,48,1-sigma,94,10,,,11,high-resolution gamma spectrometry,,,,,,,,,,,,,,,,0.06,,,measured in laboratory,24.000,,,,0.89,0.04,,,,,SAR age of this sample is 100±6 ka ,Evan Gowan,Evan Gowan,2021-08-20 02:49:16
517,1,OSL,,"Astakhov and Nazarov, 2010b
 Nazarov et al., 2018
 Nazarov et al., 2020
 Nazarov, 2011",NA18-001,NA18-001-001,N/A,VSEGEI,Quartz,Coarse grains (sand),,Yes,,,,69.950000,83.566667,No,Mean Sea Level / General definition,Cross-section from publication,N/A,N/A,15,7,"OSL dates taken from a section, ranging from 10-20 m. According to Valery Astakhov, the elevations for the northern Russian surveys are taken from 1:1000000 topographic maps with contour intervals of 10 m, with an accuracy that is likely dependent on the number of survey points in the area. An uncertainty of 5 m (half the contour interval) is applied.",Equal to,MIS 5,"OSL ages for this unit are slightly younger than MIS 5e, but an ESR date and warmer-than-present plant fossils suggest a MIS 5e assignment.",115.00,7.00,,,,,,,,,N/A,N/A,undefined,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evan Gowan,Evan Gowan,2021-08-20 02:16:55
518,1,OSL,,"Astakhov and Nazarov, 2010b
 Nazarov et al., 2018
 Nazarov et al., 2020
 Nazarov, 2011",NA18-002,NA18-002-001,N/A,VSEGEI,Quartz,Coarse grains (sand),,Yes,,,,69.950000,83.566667,No,Mean Sea Level / General definition,Cross-section from publication,N/A,N/A,15,7,"OSL dates taken from a section, ranging from 10-20 m. According to Valery Astakhov, the elevations for the northern Russian surveys are taken from 1:1000000 topographic maps with contour intervals of 10 m, with an accuracy that is likely dependent on the number of survey points in the area. An uncertainty of 5 m (half the contour interval) is applied.",Equal to,MIS 5,"OSL ages for this unit are slightly younger than MIS 5e, but an ESR date and warmer-than-present plant fossils suggest a MIS 5e assignment.",119.00,8.00,,,,,,,,,N/A,N/A,undefined,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evan Gowan,Evan Gowan,2021-08-20 02:16:44
519,1,OSL,,"Astakhov and Nazarov, 2010b
 Nazarov et al., 2018
 Nazarov et al., 2020
 Nazarov, 2011",NA18-003,NA18-003-001,N/A,VSEGEI,Quartz,Coarse grains (sand),,Yes,,,,69.950000,83.566667,No,Mean Sea Level / General definition,Cross-section from publication,N/A,N/A,15,7,"OSL dates taken from a section, ranging from 10-20 m. According to Valery Astakhov, the elevations for the northern Russian surveys are taken from 1:1000000 topographic maps with contour intervals of 10 m, with an accuracy that is likely dependent on the number of survey points in the area. An uncertainty of 5 m (half the contour interval) is applied.",Equal to,MIS 5,"OSL ages for this unit are slightly younger than MIS 5e, but an ESR date and warmer-than-present plant fossils suggest a MIS 5e assignment.",97.00,7.00,,,,,,,,,N/A,N/A,undefined,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evan Gowan,Evan Gowan,2021-08-20 02:16:29
520,1,OSL,,"Astakhov and Nazarov, 2010b
 Nazarov et al., 2018
 Nazarov et al., 2020
 Nazarov, 2011",NA18-004,NA18-004-001,N/A,VSEGEI,Quartz,Coarse grains (sand),,Yes,,,,69.950000,83.566667,No,Mean Sea Level / General definition,Cross-section from publication,N/A,N/A,15,7,"OSL dates taken from a section, ranging from 10-20 m. According to Valery Astakhov, the elevations for the northern Russian surveys are taken from 1:1000000 topographic maps with contour intervals of 10 m, with an accuracy that is likely dependent on the number of survey points in the area. An uncertainty of 5 m (half the contour interval) is applied.",Equal to,MIS 5,"OSL ages for this unit are slightly younger than MIS 5e, but an ESR date and warmer-than-present plant fossils suggest a MIS 5e assignment.",105.00,7.00,,,,,,,,,N/A,N/A,undefined,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evan Gowan,Evan Gowan,2021-08-20 02:15:49
521,1,OSL,,"Astakhov and Nazarov, 2010b
 Nazarov et al., 2018
 Nazarov et al., 2020
 Nazarov, 2011",NA18-005,NA18-005-001,N/A,VSEGEI,Quartz,Coarse grains (sand),,Yes,,,,69.950000,83.566667,No,Mean Sea Level / General definition,Cross-section from publication,N/A,N/A,15,7,"OSL dates taken from a section, ranging from 10-20 m. According to Valery Astakhov, the elevations for the northern Russian surveys are taken from 1:1000000 topographic maps with contour intervals of 10 m, with an accuracy that is likely dependent on the number of survey points in the area. An uncertainty of 5 m (half the contour interval) is applied.",Equal to,MIS 5,"OSL ages for this unit are slightly younger than MIS 5e, but an ESR date and warmer-than-present plant fossils suggest a MIS 5e assignment.",116.00,6.00,,,,,,,,,N/A,N/A,undefined,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evan Gowan,Evan Gowan,2021-08-20 02:15:33
522,1,OSL,,"Astakhov and Nazarov, 2010b
 Nazarov et al., 2018
 Nazarov et al., 2020
 Nazarov, 2011",NA18-006,NA18-006-001,N/A,VSEGEI,Quartz,Coarse grains (sand),,Yes,,,,69.950000,83.566667,No,Mean Sea Level / General definition,Cross-section from publication,N/A,N/A,15,7,"OSL dates taken from a section, ranging from 10-20 m. According to Valery Astakhov, the elevations for the northern Russian surveys are taken from 1:1000000 topographic maps with contour intervals of 10 m, with an accuracy that is likely dependent on the number of survey points in the area. An uncertainty of 5 m (half the contour interval) is applied.",Equal to,MIS 5,"OSL ages for this unit are slightly younger than MIS 5e, but an ESR date and warmer-than-present plant fossils suggest a MIS 5e assignment.",117.00,7.00,,,,,,,,,N/A,N/A,undefined,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evan Gowan,Evan Gowan,2021-08-20 02:15:15
497,1,IRSL,,"Cerrone et al., 2021
 Nalin et al., 2020",NA20-001,NA20-001-001,CU1,,Feldspar,Coarse grains (sand),,Yes,,670225,4322753,39.037269,16.966785,No,Mean Sea Level / General definition,Not reported,225,2.5,N/A,N/A,,Equal to,MIS 7,"The IRSL age measured is 130+/-25. In the table the  IRSL age DRC corrected is indicated as >240 +/- 16 ka

That result represent a minimum age--> the terrace is >= MIS7",240.00,16.00,,SAR protocol with infrared (IR) stimulation,,,TL/OSL-DA-15 Risø reader,,,Schott BG39/Corning 7–59 filter combination,9,N/A,1-sigma,970,50,,,N/A,,1-sigma,1,0,4.8,0,2.99,0,,,,,,,,,,,,,10.000,5.000,,,4.05,0.18,Yes,DRC  method of  Lamothe et al. (2003),5.0,0.5,,Ciro Cerrone,Ciro Cerrone,2021-06-19 07:40:41
498,1,IRSL,,"Cerrone et al., 2021
 Nalin et al., 2020",NA20-002,NA20-002-001,CU2,,Feldspar,Coarse grains (sand),,Yes,,681285,4313997,38.956194,17.092171,No,Mean Sea Level / General definition,Not reported,82,2.5,N/A,N/A,,Equal to,MIS 7,"The IRSL age measured is 107+/-12. In the table the  IRSL age DRC corrected is indicated as >215 +/- 16 ka

That result represent a minimum age--> the terrace is >= MIS7",215.00,16.00,,SAR protocol with infrared (IR) stimulation,,,TL/OSL-DA-15 Risø reader,,,Schott BG39/Corning 7–59 filter combination,9,N/A,1-sigma,766,50,,,N/A,,1-sigma,0.6,0,2.8,0,2.67,0,,,,,,,,,,,,,10.000,5.000,,,3.56,0.13,Yes,DRC  method of  Lamothe et al. (2003),5.0,0.5,,Ciro Cerrone,Ciro Cerrone,2021-06-18 19:52:57
499,1,IRSL,,"Cerrone et al., 2021
 Nalin et al., 2020",NA20-003,NA20-003-001,CU3,,Feldspar,Coarse grains (sand),,Yes,,682041,4314792,38.963197,17.101102,No,Mean Sea Level / General definition,Not reported,92,2.5,N/A,N/A,,Equal to,MIS 7,"The IRSL age measured is 98+/-9. In the table the  IRSL age DRC corrected is indicated



That result represent a minimum age--> the terrace is >= MIS7",236.00,18.00,,SAR protocol with infrared (IR) stimulation,,,TL/OSL-DA-15 Risø reader,,,Schott BG39/Corning 7–59 filter combination,9,N/A,1-sigma,758,50,,,N/A,,1-sigma,0.6,0,2,0,2.36,0,,,,,,,,,,,,,10.000,5.000,,,3.22,0.11,Yes,DRC  method of  Lamothe et al. (2003),5.0,0.5,,Ciro Cerrone,Ciro Cerrone,2021-06-19 07:39:54
496,1,IRSL,,"Cerrone et al., 2021
 Nalin et al., 2020",NA20-004,NA20-004-001,CU4,,Feldspar,Coarse grains (sand),,Yes,,683414,4314275,38.958255,17.116801,No,Mean Sea Level / General definition,Not reported,91,2.5,N/A,N/A,,Equal to,MIS 7,"The IRSL age measured is 64 +/-3. In the table the  IRSL age DRC corrected is indicated. 
That result represent a minimum age--> the terrace is >= MIS7",136.00,7.00,,SAR protocol with infrared (IR) stimulation,,,TL/OSL-DA-15 Risø reader,,,Schott BG39/Corning 7–59 filter combination,8,N/A,1-sigma,285,11,,,N/A,,1-sigma,1.4,0,1.8,0,0.69,0,,,,,,,,,,,,,9.000,4.000,,,2.12,0.07,Yes,DRC of Lamothe et al. (2003),5.0,0.5,,Ciro Cerrone,Ciro Cerrone,2021-06-19 07:40:58
500,1,IRSL,,"Cerrone et al., 2021
 Nalin et al., 2020",NA20-005,NA20-005-001,SM,,Feldspar,Coarse grains (sand),,Yes,,687181,431622,38.978593,17.160890,No,Mean Sea Level / General definition,Not reported,3.5,1,N/A,N/A,,Equal to,MIS 5e,The IRSL age measured is 64+/-2. In the table the  IRSL age DRC corrected is reported,125.00,7.00,,SAR protocol with infrared (IR) stimulation,,,TL/OSL-DA-15 Risø reader,,,Schott BG39/Corning 7–59 filter combination,7,N/A,1-sigma,269,10,,,N/A,,1-sigma,1.1,0,1.6,0,0.9,0,,,,,,,,,,,,,10.000,5.000,,,2.16,0.08,Yes,DRC  method of  Lamothe et al. (2003),5.0,0.5,,Ciro Cerrone,Ciro Cerrone,2021-06-19 07:39:21
501,1,IRSL,,"Cerrone et al., 2021
 Nalin et al., 2020",NA20-006,NA20-006-001,PF,,Feldspar,Coarse grains (sand),,Yes,,685829,4312292,38.939889,17.144116,No,Mean Sea Level / General definition,Not reported,28,2.5,N/A,N/A,,Equal to,MIS 5a,The IRSL age measured is 43.0+/-2.1. In the table the  IRSL age DRC corrected is indicated,83.00,4.00,,SAR protocol with infrared (IR) stimulation,,,TL/OSL-DA-15 Risø reader,,,Schott BG39/Corning 7–59 filter combination,13,N/A,1-sigma,203,9,,,N/A,,1-sigma,0.5,0,1.5,0,0.4,0,,,,,,,,,,,,,10.000,5.000,,,2.45,0.09,Yes,DRC  method of  Lamothe et al. (2003),5.0,0.5,,Ciro Cerrone,Ciro Cerrone,2021-06-19 08:00:19
502,1,IRSL,,"Cerrone et al., 2021
 Nalin et al., 2020",NA20-007,NA20-007-001,CC1,,Feldspar,Coarse grains (sand),,Yes,,690724,4322170,39.027787,17.203313,No,Mean Sea Level / General definition,Not reported,9,1,N/A,N/A,,Equal to,MIS 5a,The IRSL age measured is 41+/-4. In the table the  IRSL age DRC corrected is indicated,87.00,5.00,,SAR protocol with infrared (IR) stimulation,,,TL/OSL-DA-15 Risø reader,,,Schott BG39/Corning 7–59 filter combination,12,N/A,1-sigma,303,14,,,N/A,,1-sigma,0.6,0,3.1,0,2.53,0,,,,,,,,,,,,,10.000,5.000,,,3.48,0.13,Yes,DRC  method of  Lamothe et al. (2003),5.0,0.5,,Ciro Cerrone,Ciro Cerrone,2021-06-19 07:59:57
503,1,IRSL,,"Cerrone et al., 2021
 Nalin et al., 2020",NA20-008,NA20-008-001,CC2,,Feldspar,Coarse grains (sand),,Yes,,688059,4322653,39.032713,17.172680,No,Mean Sea Level / General definition,Not reported,40,2.5,N/A,N/A,,Equal to,MIS 5a,The IRSL age measured is 44+/-2. In the table the  IRSL age DRC corrected is indicated,80.00,6.00,,SAR protocol with infrared (IR) stimulation,,,TL/OSL-DA-15 Risø reader,,,Schott BG39/Corning 7–59 filter combination,10,N/A,1-sigma,124,7,,,N/A,,1-sigma,0.8,0,2.1,0,0.43,0,,,,,,,,,,,,,10.000,5.000,,,1.56,0.07,Yes,DRC  method of  Lamothe et al. (2003),5.0,0.5,,Ciro Cerrone,Ciro Cerrone,2021-06-19 07:59:27
