WALIS RSL ID,Is this datapoint public?,Site,Subsite,Nation,Region,Main reference,Additional references,Latitude (decimal degrees),Longitude (decimal degrees),Horizontal Positioning Technique,Is this a marine/terrestrial limiting record?,Type of RSL Indicator,Indicator description,Upper limit of modern analog (m),Lower limit of modern analog (m),Quantification of indicative meaning,Sea level datum,Elevation measurement technique,Do you want to insert upper and lower elevation limits?,Upper elevation of indicator (m),Lower elevation of indicator (m),Upper/Lower elevation measurement error (1-sigma) (m),RSL indicator elevation (m),RSL indicator elevation error (m),Notes on elevation and indicative range,Reference Water Level (m),Indicative Range (m),Paleo Relative Sea Level (m),Paleo Relative Sea Level Uncertainty (m),Is data on vertical land movements (independent from the sea level record) available?,Tectonic category,Comments on tectonic category,Published VLM rate (m/ky),Published VLM rate uncertainty (m/ky),Interpreted VLM rate (m/ky),Interpreted VLM rate (m/ky) uncertainty,Comments on VLM rates,Age attribution,U-Series constraint,U-series age IDs,AAR constraint,Amino Acid Racemization age IDs,ESR constraint,Electro Spin Resonance age IDs,Luminescence constraint,Luminescence age IDs,Stratigraphic constraint,Stratigraphic context/age IDs,Other age constraint,Other age constraints IDs,Quality of RSL data,Quality of age information,Quality notes,Record created by,Record updated by,Last Update
89,1,Main Terrace,"Long Point to Boo Boo Stream, Location 4",New Zealand (Aotearoa),Marlborough,"Ota et al., 1996","Ryan et al., 2020",-41.813307,174.210194,Google Earth from publication map,Sea Level Indicator,Beach deposit or beachrock,"3 m of well-stratified beach deposits (74 - 71 m asl), composed of well-rounded pebbles with coarse sand matrix on an abrasion platform, is overlain by 6 m of non-marine coverebeds, in which there are at least two paleosols w/in the loess deposits.  The height of the inner margin of the main terrace surface ranges from 55 to 80 m asl, with higher elevations at either end of areas at Long Point and Boo Boo Stream.

As the prinicipal marine terrace above the Holocene terrace, the terrace is considered to represent the major sea-level rise of the last interglacial.",1.58,-2.13,IMCalc,Mean Sea Level / General definition,Photogrammetric methods or aneroid altimeter,Yes,74.0,71.0,2.0,72.5,2.5,Heights were measured by digital altimeter and corrected to sea level or trig station about every 2 hours. The accuracy of measurement is considered to be within +/- 2 m. ,-0.27,3.71,72.77,3.11,No,,,,,,,,Other dating,,,,,,,,,,,Equal to,MIS 5 Terrace Correlation,3,1,"Description is good and measurement is adequate if not highly accurate. 
Age is determined from the terrace location landward of the Holocene terrace",Deirdre Ryan,Deirdre Ryan,2020-02-03 08:28:44
34,1,One Tree Point,type section,New Zealand (Aotearoa),Northland,"Nichol, 2002","Ryan et al., 2020",-35.82201,174.45033,National Map Grid Coordinates,Sea Level Indicator,Beach swash deposit,"Heavy mineral bed at the contact between foredune (Facies 3) and beach (Facies 2) facies, interpreted as a high tide swash deposit. The contact is exposed (and traced for 3.4 km) within a cliff providing a cross-section through a sequence of 20 relict beach ridges revealing well-preserved sedimentary structures and stratigraphic surfaces of nearshore, beach, and dune facies. The sequence is interpreted to record coastal progradation under a marine-dominated sand supply and assumed falling relative sea level.
The elevation of the contact at the type section is described here. However, a plot of contact elevation exposed along the cliff section is shown in Figure 5 of the paper.",1.3,0.0,Modern analog data,Mean Sea Level / General definition,Not reported,No,,,,4.6,0.92,"Upeer limit determined from spring tidal range of 2.6 m, measured at entrance to Whangerei Habour (Marsden Point) during a 15 month period in 1984-1985.
Elevation uncertainty assigned in WALIS as 20% of measured elevation.",0.65,1.3,3.95,1.12,No,,,,,,,,"Luminescence
 Chronostratigraphy",Equal to,,Equal to,,Equal to,,Equal to,"NI02-001-001
 NI02-002-001
 NI02-003-001",Equal to,"Facies 1 One Tree Point
 Facies 2 One Tree Point
 Facies 3 One Tree Point",Equal to,,5,5,Very well-constrained record.,Deirdre Ryan,Deirdre Ryan,2021-02-18 14:11:27
47,1,Taieri Beach,upthrown (east) side Akatore Fault,New Zealand (Aotearoa),Otago,Rees-Jones et al 2000,"Barrell et al 1998
 Bishop 1994
 Litchfield and Lian, 2004
 Ryan et al., 2020",-46.074055,170.2008,National Map Grid Coordinates,Sea Level Indicator,Beach deposit or beachrock,"The raised beach deposit (identified by Bishop (1994) as 'h2') at 8-11 m above high sea level consists of two sand units upon a wave-cut platform capped by a loess. The lowest sand unit (sample NZ10), c. 1 m thick, is coarse, well-sorted reddish-orange sand and gravel overlying the wave-cut surface formed upon schist basement. This unit is overlain by c. 1.5 m fine, lightly weathered yellow sands (sample NZ9) and capped by c. 1 m of loess (sample NZ8). The coarse and fine sands are considered a raised beach sequence.  The loess reaches 3-4 m thickness in places and was estimated by Bishop (1994) to be <30 ka. 
Elevation and Paleo SL in WALIS determined using the lowest, coarse sand, unit.
This site was revised by Litchfield and Lian 2004. 
This site is on the upthrown side of the Akatore Fault, which resumed activity within the Holocene. ",1.81,-2.19,IMCalc,High Tide Level,Barometric altimeter,Yes,6.4,4.4,2.0,5.4,2.23,"Height above high tide level of the beach sand (lowest unit comprised of coarse sand) determined from stratigraphic drawing in Figure 2 of publication. However, thickness of unit appears greater in drawing than as described in the text. Uncertainty is +/- 2 m, as assigned by the authors for measurements up to 15 m a.h.s.l.",-0.19,4.0,5.59,3.0,No,,,,,,,,Luminescence,,,,,,,Equal to,"RE00-001-001
 RE00-002-001",,,,,2,1,"Statigraphic drawing differs from in-text description of the deposit, adding uncertainty to the height above the sea-level datum of the indicator. 
The luminescence ages are considered minimum ages. An OSL sample was also analysed from the overlying loess providing younger ages than either sand unit; therefore confirming the time-transgressive nature of this unit. However; these results were also considered minimum. 
See Litchfield and Lian (2004) entry, which places depositon of NZ10 within MIS 5e. ",Deirdre Ryan,Deirdre Ryan,2020-04-17 04:58:57
48,1,Taieri Beach,,New Zealand (Aotearoa),Otago,"Litchfield and Lian, 2004","Barrell et al 1998
 Rees-Jones et al 2000
 Ryan et al., 2020",-46.074055,170.200809,National Map Grid Coordinates,Sea Level Indicator,Beach deposit or beachrock,"Beach sands are identified within a marine cliff section: c. 5 m of unconsolidated sediment resting on shore platform c. 4 m above high sea level formed upon schist basement. The sediments consist of two quartz-rich beach sand units, together c. 3 m thick, that are overlain by a single sheet of loess c. 1 m thick. The sediments have previously been described and dated by Rees-Jones et al. (2000). In this work the lower sand unit was sampled c. 1 m above the shore platform. It is expected that the sediment age would closely date the time of terrace formation. The source for map coordinates provided in each publication differ and result in two different lat/long for the publications.
This site is on the upthrown side of the Akatore Fault, which resumed activity within the Holocene. ",0.76,-1.47,IMCalc,Mean Sea Level / General definition,Not reported,Yes,7.0,4.0,2.0,5.5,2.5,"Elevation and stratigraphic description in text is poor and does not use exact heights. Furthermore, it differs some from the stratigraphy drawn in Figure 2. A relatively large (2.0) measurement uncertainty was assigned with WALIS entry.",-0.35,2.23,5.85,2.73,No,,,,,,,,Luminescence,,,,,,,Equal to,"LI04-001-001
 LI04-002-001",,,,,2,4,Stratigraphic description and elevation constraints are lacking.,Deirdre Ryan,Deirdre Ryan,2020-06-01 19:06:53
49,1,Blueskin Bay,Warrington-2,New Zealand (Aotearoa),Otago,"Litchfield and Lian, 2004","Barrell et al 1998
 Rees-Jones et al 2000
 Ryan et al., 2020",-45.707466,170.603786,National Map Grid Coordinates,Sea Level Indicator,Beach deposit or beachrock,"A single 4-8 m high marine terrace slightly deformed, being tilted to the northeast and offset 1 m by a small northwest-striking fault. Quaternary volcanic boulder beach deposits are exposed and overlain by quartzofeldspathic beach sand. The beach boulders variably overlie shore platforms formed on loess or Miocene age volcanics. The beach sand is overlain by loess up to 5 m thick. The underlying loess unit crops out in multiple exposures and can be traced for 200-250 m southwards where it is overlain by Holocene deposits. The terrace has been traditionally correlated to MIS 5e based on elevation and would indicate tectonic stability since that time. Samples were taken from the underlying loess at Warrington-1 and from the beach sand at Warrington-2 c. 2.5 m, above contact with beach gravel. The beach sand is expected to approximate the age of the terrace, while the underlying loess should give maximum age for the terrace. ",1.76,-2.07,IMCalc,Mean Sea Level / General definition,Not reported,No,,,,1.0,1.5,"Elevation provided is of the contact between the volcanic beach deposits and overlying quartzofeldspathic beach sand.

Elevation is derived from stratigraphic drawing and referred to a 0 m sea-level mark. Accuracy is unknown and therefore a relatively large uncertainty was assigned. ",-0.15,3.83,1.15,2.43,No,,,,,,,,Luminescence,,,,,,,Equal to,"LI04-003-001
 LI04-004-001",,,,,1,3,"Indicator description and elevation constraints are lacking.
The authors consider the IRSL age to represent a minimum age. ",Deirdre Ryan,Deirdre Ryan,2021-02-26 16:27:58
51,1,Shag Point,shore platform,New Zealand (Aotearoa),Otago,"Kennedy et al., 2007","Barrell et al 1998
 Ryan et al., 2020",-45.477288,170.827633,Google Earth from publication map,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"Marine sand and boulders deposited on an MIS 5 eroded bedrock surface cut into carbonaceous mudstone. The surface extends a few hundred metres landward where it intersects a 50 m high former sea cliff mantled by colluvial sediments. Sixteen platy imbricated boulders composed of moderately sorted quartzose conglomerate, ranging in size up to 2.5 m (a-axis) and 0.2 to 1.2 m thick (c-axis), protrude c. 1 m from the seaward cliff face of the terrace, lying directly on eroded bedrock. Minimum length is ~1.7 m. Boulders have a similar orientation, almost all dipping towards the south or southwest at a mean angle of 25 degree (range 14-55 degrees). Directly landward of the boulders a well-sorted laminated sand unit overlies the bedrock occurring at similar stratigraphic level. The sand sheet is found along the terrace from the tip of the point to its landward edge, and occurs on both southern and northern sides. The laminated sand and imbricated boulders are overlain by c. 2 m of loess divisible into two units. Elevation measurement is from the contact location of boulders to shore platform, which are argued to have been emplaced by a tsunami.
The height of the LIG shoreline varies between 5 and 8 m above low water level at surveyed sites 1 km south of Oamaru, Orore Point, Kakanui and Shag Point, and Waikouaiti. Sections were surveyed into mean high tide level. This publication only provides detail for Shag Point, which is documented here.",,,N/A,Mean Low Tide (MLT),Total station or Auto/hand level,No,,,,7.4,0.25,"Mean high tide level was determined by swash limits and fixed biological indicators such as molluscs having a restricted vertical range.
Elevations are said to have been surveyed into mean high tide level but are described as a sea level and above mean low water. ",,,,,No,,,,,,,,Luminescence,,,,,,,Equal to,KE07-001-001,,,,,3,2,"The sea level indicator/elevation is derived an unknown distance seaward from the inner margin, which would more accurately reflect sea level. Also, if a tsunami deposit as proposed, this record does not accurately reflect contemporary sea level. 
OSL age of marine sand is considerd a minimum age. The two overlying loess units post-date the sand unit, 78.6 +/- 4.2 ka (WLL268) and 28.9 +/- 4.4 ka (WLL280) in upward succession. The OSL method for the loess units differed by measuring polymineral fine grains with the multiple aliquot additive dose (MAAD) protocol. ",Deirdre Ryan,Deirdre Ryan,2020-05-11 15:13:00
768,1,Cape Wanbrow,Gulch,New Zealand (Aotearoa),Otago,"Grant-Mackie and Scarlett, 1973","Ryan et al., 2020",-45.12525,170.971271,National Map Grid Coordinates,Sea Level Indicator,Marine Terrace,Basal graval (0.3-1.0 m thickness) upon a shore platform. Associated marine mollusc fossils indicate shallow-water (a few meters water depth) environment. Paleo environment considered equivalent to the modern. ,2.55,-1.98,IMCalc,Mean Higher High Water,Not reported,Yes,5.0,4.0,1.0,4.5,1.11,"Elevation provided in document in meters above inner margin of modern shore platform, which is considered the mean higher high water mark. ",0.28,4.53,4.21,2.52,No,,,,,,,,Other dating,,,,,,,,,,,Equal to,"Infinite Radiocarbon
 MIS 5 Terrace Correlation",0,0,,Deirdre Ryan,Deirdre Ryan,2021-02-18 14:20:36
53,1,Fiordland ,00_1,New Zealand (Aotearoa),Southland,"Kim and Sutherland, 2004","Ward, 1988
 Ryan et al., 2020",-45.827587,166.464028,Google Earth from publication map,Sea Level Indicator,Shore platform,"The description is minimal: uplifted sea stack and reef. This is one of three sites from the lower terrace with a strandline at 65 m altidtude.
The horizontal position of this indicator is considered to have low precision, assume approximately 150 m uncertainty.

",0.8,-2.73,IMCalc,Mean Sea Level / General definition,Not reported,No,,,,65.0,13.0,Elevation provided as m altitude. An uncertainty of 20% was assigned at WALIS documentation.,-0.96,3.53,65.96,13.11,No,,,,,,,,Other dating,,,,,,,,,,,Equal to,KI04-WC00_1,1,1,Very little constraint or description is provided.,Deirdre Ryan,Deirdre Ryan,2021-02-18 14:44:56
54,1,Fiordland West Cape,02_11-15,New Zealand (Aotearoa),Southland,"Kim and Sutherland, 2004","Ward, 1988
 Ryan et al., 2020",-45.903941,166.436463,Google Earth from publication map,Sea Level Indicator,Shore platform,"The description is minimal: uplifted beach region littered with large boulders adjacent to rocky outcrop. This site is from the ""lower"" terrace with a strandline at 65 m. 
There are multiple samples collected from this location but no other location information is provided. The horizontal position of this indicator is considered to have low precision and an uncertainty of 150 m was assigned with WALIS documentation.",0.8,-2.73,IMCalc,Mean Sea Level / General definition,Not reported,No,,,,55.0,11.0,Elevation provided as m altitude. One map grid reference was provided for multiple samples with varying elevations. An uncertainty of 20% was assigned with WALIS documentation.,-0.96,3.53,55.96,11.14,No,,,,,,,,Other dating,,,,,,,,,,,Equal to,KI04-02_11-15,1,1,Very little constraint or description is provided.,Deirdre Ryan,Deirdre Ryan,2021-02-18 14:47:06
55,1,Fiordland ,02_17,New Zealand (Aotearoa),Southland,"Kim and Sutherland, 2004","Ward, 1988
 Ryan et al., 2020",-45.865701,166.441948,Google Earth from publication map,Sea Level Indicator,Shore platform,"The description is minimal: uplifted sea stack or reef. This site is associated with the lower terrace with a strandline at 65 m altitude; however, is located on a correlative terrace 4 km to the north of 
The horizontal position of this indicator is considered to have low precision; 150 m uncertainty.",0.8,-2.73,IMCalc,Mean Sea Level / General definition,Not reported,No,,,,72.0,14.4,Elevation provided as m altitude. An uncertainty of 20% was assigned at WALIS documentation.,-0.96,3.53,72.96,14.5,No,,,,,,,,Other dating,,,,,,,,,,,Equal to,KI04-WC02_17,1,4,"Very little constraint on location. Indicator description is extremely minimal. 
Age information appears sound.",Deirdre Ryan,Deirdre Ryan,2021-02-18 14:49:27
36,1,Inaha Terrace,Type Section,New Zealand (Aotearoa),Taranaki,"McGlone et al, 1984","Ryan et al., 2020",-39.58649,174.18721,National Map Grid Coordinates,Sea Level Indicator,Beach deposit or beachrock,"Type section location, 450 m west of the Inaha Stream mouth. The shore platform, at the base of the section, is marked by an angular unconformity formed on the Plionce Tangahoe Formation, 2 m above the modern high-water mark . The unconformity is sharp and planar with a small angular discordance. The erosion surface dips 3 degree to the WSW and is traced several hundred metres westwards before dipping below present sea level. To the east it gradually rises to 8 m above the high water mark immediately west of the mouth of Waingogoro River, where truncated by fluvial deposits. 
The overlying marine deposits are identified as the Inaha Formation, defined as dominantly andesitic sands and gravels presumed to extend 3-4 km inland to the Inaha Marine Cliff, which marks the shoreline at formation. The Inaha Formation sediments indicate near-shore marine and beach origin and are overlain by additional terrestrial deposits. Overlying the unconformity is a 0.3 m thick gravel unit comprising rounded and subrounded boulders, up to 0.74 m diameter, in a pebble and cobble matrix. The gravels are 90% hard hornblende-augite andesites and 10% much softer sandstones eroded from the Pliocene strata beneath. These sandstones are extensively bored by worms and molluscs and contain fossils of the date mussel Lithophaga (Zelithophaga) truncata (Gray). Above the basal gravel unit is 1.87 m of soft, weakly cross-laminated, predominantly andesitic sand with minor granules, pebbles, and cobbles that fine upwards and are extremely weathered and iron stained at top. This is granular medium sand, moderately to poorly sorted with near-symmetrical leptokurtic grain-size distribution. 
Elevation is provided for the package of sandy beach sediments.
An ~34 m thick sequence of volcaniclastic beds with interbedded lignites overlie the marine/beach sediments of the Inaha Formation. Up profile, they are: an unnamed sequence lignite overlain by alternating bands of andesitic tuffs and tephras and andesitic sands and sandstones (~1 m), the Manaia Lignite (~1.5 m), the Stratford Formation (~20 m), the Opunake Formation (~10 m), with tephra and tephric loess (~1.5 m) capping the cliff succession. The profile contains six informal playnological zones, Inaha Zones A, B, C, D, E, F.  A stratigraphic section is provided in Figure 2 of publication. See original paper for more detail. ",1.15,-0.87,IMCalc,High Tide Level,Not reported,Yes,4.17,2.3,0.8,3.23,1.23,"Measurement in relation to the modern high-water mark, which is not defined but is interpreted here to be equivalent to high tide level. Measurement method not stated. Measurement error assigned in WALIS as 20% of upper elevation. 
Location of elevation measurement on shore platform seaward of the inner margin/marine cliff. ",0.14,2.02,3.09,1.59,No,,,,,,,,"Amino Acid Racemization
 Chronostratigraphy
 Other dating",,,Equal to,"PI83-001-001
 PI83-002-001
 PI83-003-001
 PI83-004-001
 PI83-006-001
 PI83-007-001
 PI83-008-001
 PI83-009-001",,,,,Equal to,"Inaha Marine Terrace
 Whanganui Sequence",Equal to,Infinite Radiocarbon,3,1,"Constraint above a modern tidal datum has high uncertainty. Also the position measured is on the shore platform 3-4 km seaward of the marine cliff, which would give a more accurate measurement of sea level at time of formation. 
Age constraint is unrefined; dependent upon stratigraphic relationships and AAR analyses of reworked wood fragments providing a minimum age. Wood is not an a preferred medium for AAR analyses.",Deirdre Ryan,Deirdre Ryan,2020-06-19 21:46:40
37,1,Rapanui Shore Platform,Waingongoro River,New Zealand (Aotearoa),Taranaki,"McGlone et al, 1984","Pillans 1981
 Ryan et al., 2020",-39.5871,174.1984,National Map Grid Coordinates,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"The wave cut surface of the Rapanui Terrace is exposed in the modern coastal cliff at 12 m above the high water mark, immediately east of the Waingongoro River. The surface increases in altitude eastwards for at least 1.5 km, where it occurs somewhere between 15 and 20 m above hwm (this height is derived from Figure 4, a stratigraphic section of the coastline). The platform is directly overlain by a shellbed then laminated marine sands (of unkown thicknesses), in turn overlain by other terrestrial deposits. 
Because the thickness of the shellbed nor any description of the fossil assemblage is provided, the elevation recorded here is of the shore platform. The elevation provided is NOT from the inland margin, where the shoreline would have been located.
",,,N/A,High Tide Level,Not reported,No,,,,12.0,2.4,"Heights given as above high water mark, which is not defined. Measurement method not stated. Measurement error assigned in WALIS as 20% of elevation.
Location of elevation measurement on shore platform (e.g. distance from inner margin/paleo shoreline position) is not stated. 
",,,,,No,,,,,,,,"Chronostratigraphy
 Other dating",,,,,,,,,Equal to,"Rapanui Marine Terrace
 Whanganui Sequence",Equal to,MIS 5 Terrace Correlation,1,1,"Very little description is provided of this site locality. A large uncertainty was assigned here because original publication does not define high water mark or the elevation measurement method. 
No radiometric age constraint was attempted. Feature was recognized as Rapanui Terrace, formed 120 000 to 140 000 years ago per Pillans (1981).",Deirdre Ryan,Deirdre Ryan,2020-06-19 21:47:53
245,1,Hauriri Terrace,Type Section,New Zealand (Aotearoa),Taranaki,"Pillans, 1990","Fleming, 1953
 Pillans, 1983
 Ryan et al., 2020",-39.82571,174.613663,National Map Grid Coordinates,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"The wave cut platform of the Hauriri Terrace is exposed at c. 2 m above mean sea level and is overlain by approximatley 2 m of fossiliferous marine sand with a basal conglomerate. The terrace riser, marking the location of the associated sea cliff, is an unknown distance landward. 
Fleming (1953) reported a rich marine fauna assemblage within the cover beds east of the nearby Wairoa Stream.",,,N/A,Mean Sea Level / General definition,Barometric altimeter,No,,,,2.0,2.0,Height was determined using surveying altimetry and tied to trip points or bench marks where possible. Accuracy of surveyed heights is estimated at +/- 2 m in coastal sections.,,,,,No,,,,,,,,"Amino Acid Racemization
 Chronostratigraphy",,,Equal to,"PI83-001-001
 PI83-002-001
 PI83-003-001
 PI83-004-001
 PI83-005-001",,,,,Equal to,"Hauriri Marine Terrace
 Whanganui Sequence",Equal to,,2,2,"The marine sediments are not described in any detail and the location of the terrace riser, which is a better indicator of sea level, is not provided. 
Although the Whanganui Sequence provides a solid chronostratigraphic framework, wood, is not recommended for AAR application, and age was determined using the integrated rate equation with no consideration for the non-linear nature of AAR kinetics.  ",Deirdre Ryan,Deirdre Ryan,2021-01-27 09:45:02
35,1,Taranaki Point,Waiau B Formation,New Zealand (Aotearoa),Waikato,"Chappell, 1970","Brothers, 1954
 Chappell, 1975
 Pillans, 1983
 Pillans, 1990
 Ryan et al., 2020",-37.95651,174.7875,National Map Grid Coordinates,Terrestrial Limiting,The datapoint is a marine or terrestrial limiting indicator,"Waiau B Formation, composed of aeolian sands extending up to over 350 ft (106.6 m) and isolated littoral beds, which achieve a maximum altitude of 40 ft (12.9 m). However, at the site for which map coordinates are given, the lowest provided elevation measurement is for Waiau B Formation aeolian sands at 55 ft (16.7 m); this is used as a terrestrial limiting measurement.
Waiau B overlies the Waiau A Formation consisting of water-lain marine transgression sediments, which extend up to 130 ft (39.6m) above datum with steep, soil-mantled erosion surfaces.
The Waiau Formations were first described by Chappell, 1970; Waiau A was correlated to MIS7 and Waiau B to MIS 5.  Later works support this correlation.",,,N/A,Mean Sea Level / General definition,Not reported,No,,,,16.7,3.3,"Original measurements are in feet and have been converted to meters. No details are provided on how elevation was measured or above what datum; although one reference in the publication is made to a measurement above mean high water level. 
Elevation uncertainty assigned in WALIS as 20% of measured elevation.",,,,,No,,,,,,,,"Chronostratigraphy
 Other dating",,,,,,,,,Equal to,"Waiau A Formation
 Waiau B Formation",Equal to,MIS 5 Terrace Correlation,1,1,Indicator is terrestrially limiting. Age is determined by correlation to a terrace to the more northerly Kaipara district. ,Deirdre Ryan,Deirdre Ryan,2020-03-17 09:35:29
413,1,Te Horo,Waterfall Stream Section,New Zealand (Aotearoa),Wellington,Te Punga 1962,"Fleming 1972
 Ryan et al., 2020",-40.833975,175.093669,National Map Grid Coordinates,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"Section stratigraphy of a marine terrace upon a wave-cut surface. The exposure is an unknown distance seaward of the inner terrace margin and located near to a marine cliff cut into the marine terrace sequence. Eleven lithologies (identified alphabetically as 'b' through 'l' up profile) are found overlying the unconformity of the shore platform. Units 'b' through 'd' comprise a fining upward marine sequence with 'd' hosting marine sponge spicules. 'e' and 'f' are a conglomerate and pebbly sand with wood fragments, respectively and although likely near-marine, depositional environment is uncertain. 'g' is labelled Otaki Sandstone. 'h' through 'j' are sandy gravel, clay, and lignite with wood. 'k' is additional Otaki Sandstone unconformably overlain by glacial solifluction sediments. While Te Punga describes the lithology, no effort is made to interpret the sequence and it is later summarized by Fleming (1972) as consisting of marine beach gravels and sands of a transgressive high-level sea, beach-derived micaceous dune sands that advanced as the sea retreated, and lignite deposited in swamps ponded by the dunes. It is backed by an old cliff-line. The marine sediments and dune sands are known collectively as the Otaki Formation, with the dune sands referred to as the Otaki Sandstone. 
Because the transition from sub-aqueous to terrestrial deposits is uncertain, and given the uknown distance from the inner margin, the unit containing the sponge spicules is used as a marine-limiting indicator.

",,,N/A,Mean Sea Level / General definition,Not reported,Yes,22.9,22.3,2.0,22.6,2.02,"Uncertainty was assigned with entry into WALIS. The measurement method is unknown and all measurements have been converted from imperial to metric. 
It should also be noted that the lat/long location was derived from map grid coordinates and does not appear to precisely map location as described in publication.",,,,,No,,,,,,,,Other dating,,,,,,,,,,,Equal to,Infinite Radiocarbon,2,2,"The position and description limit applicability and the record is considered marine limiting.
Age constraint is provided by later (Fleming, 1972) interpretation. Te Punga (1962) did retrieve the radiocarbon age from a wood sample out of the lignite (>45,000), but Fleming correlated to MIS 5e based upon the radiocarbon and surrouding geology. Palmer et al (1988) implied the terrace to be contemporaneous with the MIS 5e Rapanui Terrace. However; no direct dating has been attempted. ",Deirdre Ryan,Deirdre Ryan,2020-05-11 14:59:00
568,1,Lower Hutt Valley,Petone Drillhole,New Zealand (Aotearoa),Wellington,"Mildenhall, 1995","Ryan et al., 2020",-41.2266,174.8722,National Map Grid Coordinates,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"Biozone P6 (1 of 9 biozones identified within the core) consists of marine shelly gravel; shelly sand with occasional sand, mud, and gravel horizons with marine shell deposited in a nearshore marine or estuarine environment. Palynology indicates a warm, moist, humid environment.

",,,N/A,Mean Sea Level / General definition,Not reported,Yes,-84.0,-104.4,3.0,-94.2,10.63,"Core was originally logged in 1961, 34 years prior to this publication. Method of elevation measurement not provided; however, see publication for reference to earlier works.

Elevation uncertainty assigned with entry to WALIS.",,,,,,,,,,,,,Chronostratigraphy,,,,,,,,,Equal to,Biozone P6,,,1,1,,Deirdre Ryan,Deirdre Ryan,2020-05-13 13:24:56
569,1,Lower Hutt Valley,Seaview Drillhole,New Zealand (Aotearoa),Wellington,"Mildenhall, 1995","Ryan et al., 2020",-41.2185,174.9054,National Map Grid Coordinates,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"Biozone P6 (1 of 9 biozones identified within the core) consists of marine shelly gravel; shelly sand with occasional sand, mud, and gravel horizons with marine shell deposited in a nearshore marine or estuarine environment. Palynology indicates a warm, moist, humid environment.

",,,N/A,Mean Sea Level / General definition,Not reported,Yes,-47.0,-64.0,3.0,-55.5,9.01,"Core was originally logged in 1961, 34 years prior to this publication. Method of elevation measurement not provided; however, see publication for reference to earlier works.

Elevation uncertainty assigned with entry to WALIS.",,,,,No,,,,,,,,Chronostratigraphy,,,,,,,,,Equal to,Biozone P6,Equal to,,1,1,,Deirdre Ryan,Deirdre Ryan,2021-01-27 09:44:17
571,1,Tokomaru (Otaki) Terrace,Freemans Road,New Zealand (Aotearoa),Wellington,"Palmer et al, 1988","Fleming 1972
 Oliver, 1948
 Te Punga 1962
 Ryan et al., 2020",-40.764795,175.170337,National Map Grid Coordinates,Sea Level Indicator,Marine Terrace,"The Otaki Formation consists of marine gravels, beach sands, dune sands, and lignite. The marine limiting indicator is positioned where the  landward marine cliff of the LIG Otaki Terrace is cut into a MIS 6 fluvial terrace. The cliff is blanketed by dunes but the associated beach sands are described as occurring in the region at ~30 m amsl.
The marine units were designated the Otaki Terrace by Palmer et al 1988 on the basis that they could trace the terrace surface from Otaki near continuously to the Whanganui Sequence, where it was correlated to the Tokomaru Terrace.  The seaward margin of the terrace has at least two more narrow treads ""preserved a few km north of Otaki"", possibly MIS 5c and 5a.







",2.0,-1.17,IMCalc,Mean Sea Level / General definition,Not reported,No,,,,30.0,5.0,A large uncertainty for the beach sand was assigned with entry into WALIS as no specific measurement was described - only the reference to general elevation of 30 m.,0.41,3.17,29.58,5.24,No,,,,,,,,Chronostratigraphy,Equal to,,Equal to,,Equal to,,Equal to,,Equal to,Otaki Formation,Equal to,,1,2,Height of beach sand is generalized for the region. Age is determined by correlatin with Rapanui Terrace. The terrace surface is described as being near continuous from Otaki to Whanganui.,Deirdre Ryan,Deirdre Ryan,2021-02-18 14:12:02
