WALIS ESR ID,Is this datapoint public?,Method,IGSN,Reference(s),Sample ID,Analysis ID,Reported ID,Laboratory name,Date of analysis,Accepted?,Reason for rejection,Reported Latitude,Reported Longitude,Latitude (decimal degrees),Longitude (decimal degrees),Are Lat/Long estimated?,Original elevation datum used,Elevation measurement method,Reported elevation (m),Reported elevation uncertainty (m),Elevation above MSL (m),Elevation uncertainty used (m),Elevation comments,Age is Older/Younger/Equal to,Marine Isotopic Stage,Comments/details on MIS designation or age,Age (ka),Age uncertainty (ka),Mineral type,Grain size (µm),Aliquot size (mg),Measurement protocol,ESR spectrometre type,Measurement temperature (K),Acquisition parameters,ESR signal,Number of scans,Number of repeated measurements,Number of rotations in the cavity,Evaluation of the ESR signal intensity,Correction of the ESR intensities,Bleaching coefficient (%),Fitting program and error calculation,Fitting function,Data weighting used for fitting,Equivalent dose estimate (Gy),Equivalent dose estimate undertainty (±1σ) (Gy),Depth (m),Technique,Dose rate uncertainty type,external U (ppm),external U error (ppm),external Th (ppm),external Th error (ppm),external K (%),external K error (%),external Rb (ppm),external Rb error (ppm),External dose rate (Gy/ka),External dose rate uncertainty (Gy/ka),internal U (ppm),internal U error (ppm),internal Th (ppm),internal Th error (ppm),internal K (%),internal K error (%),internal Rb (ppm),internal Rb error (ppm),Internal dose rate (Gy/ka),Internal dose rate uncertainty (Gy/ka),Alpha dose rate (Gy/ka),Alpha dose rate error (Gy/ka),Gamma dose rate (Gy/ka),Gamma dose rate error (Gy/ka),Beta dose rate (Gy/ka),Beta dose rate error (Gy/ka),Cosmic dose rate (Gy/ka),Cosmic dose rate error (Gy/ka),Field water content (% of dry mass),Water content determination method,Water content used (%),Water content used error (%),Attenuation factors,Conversion factors,Alpha efficiency factor,Etching method,Etch depth (µm),Etch depth error (µm),Total dose rate (Gy/ka),Total dose rate uncertainty (Gy/ka),Comments and notes,Record created by,Record updated by,Last Update
56,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-023,SC89-023-001,D-2431A,University of Dusseldorf,1995-01-01 00:00:00,Yes,,,,-45.090195,-66.530682,Yes,Mean Sea Level / General definition,Barometric altimeter,7.2,0,7.2,4,"Elevation is relative to the top of the outcrop, which was described as ""approximately 20 m"". The elevation uncertainty is 20% of this value (4 m).",Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",147.00,24.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,268.000,,12.8,"U/Th content determined using neutron activation analysis







K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,1.7000,,4.0000,,1.3700,,,,,,3.4000,,,,,,,,0.8780,,,,0.7810,,0.1680,,,,,,,,,,,,,,,,"- species: Protothaca ant.

- shell thickness (before/after preparation, mm): 2.85/2.45

- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-04 03:03:46
57,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-024,SC89-024-001,D-2431B,University of Dusseldorf,1995-01-01 00:00:00,Yes,,,,-45.090195,-66.530682,Yes,Mean Sea Level / General definition,Barometric altimeter,7.2,0,7.2,4,"Elevation is relative to the top of the outcrop, which was described as ""approximately 20 m"". The elevation uncertainty is 20% of this value (4 m).",Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",168.00,23.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,293.000,,12.8,"U/Th content determined using neutron activation analysis







K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,1.7000,,4.0000,,1.3700,,,,,,2.8500,,,,,,,,0.7650,,,,0.7810,,0.1990,,,,,,,,,,,,,,,,"- species: Protothaca Sp

- shell thickness (before/after preparation, mm): 2.68/2.45

- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-04 03:06:17
58,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-025,SC89-025-001,D-2659,University of Dusseldorf,1995-01-01 00:00:00,Yes,,,,-45.086721,-66.509777,Yes,Mean Sea Level / General definition,Barometric altimeter,11,0.5,11,2.3,"Elevation taken from table 4.4 in Schellmann (1998), no further description of the outcrop is given. Uncertainty includes half the given elevation range, plus 20% of the stated elevation.",Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",111.00,19.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,259.000,,,"U/Th content determined using neutron activation analysis







K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,11.6000,,3.2000,,1.2000,,,,,,0.9500,,,,,,,,0.2280,,,,1.8690,,0.2300,,,,,,,,,,,,,,,,"- species: Protothaca Sp

- shell thickness (before/after preparation, mm): 3.87/2.98

- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-04 23:11:50
59,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-026,SC89-026-001,D-2545,University of Dusseldorf,1995-01-01 00:00:00,Yes,,,,-44.693333,-65.674458,Yes,High Tide Level,Barometric altimeter,1,0,4.5,0.5,"The elevation is taken from a diagram in the paper. The conversion from high tide to mean tide is 3+-0.5 m, based on the values from table 4.5 in Schellmann (1998).   

 The uncertainty includes that range, plus 20% of the reported elevation (0.2 m).",Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",137.00,18.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,439.000,,11,"U/Th content determined using neutron activation analysis















K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,4.8000,,6.5000,,1.4500,,,,,,6.4500,,,,,,,,1.6810,,,,1.3880,,0.1310,,,,,,,,,,,,,,,,"- species: Protothaca Sp



- shell thickness (before/after preparation, mm): 4.46/3.72



- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-05 03:21:29
60,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-027,SC89-027-001,D-2546,University of Dusseldorf,1995-01-01 00:00:00,Yes,,,,-44.693333,-65.674458,Yes,High Tide Level,Barometric altimeter,1,0,4.5,0.5,"The elevation is taken from a diagram in the paper. The conversion from high tide to mean tide is 3+-0.5 m, based on the values from table 4.5 in Schellmann (1998).   

 The uncertainty includes that range, plus 20% of the reported elevation (0.2 m).",Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",133.00,15.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,399.000,,11,"U/Th content determined using neutron activation analysis















K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,4.8000,,6.5000,,1.4500,,,,,,4.9500,,,,,,,,1.2770,,,,1.5480,,0.1620,,,,,,,,,,,,,,,,"- species: Protothaca Sp



- shell thickness (before/after preparation, mm): 4.92/4.45



- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-05 03:20:57
61,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-028,SC89-028-001,D-2547,University of Dusseldorf,1995-01-01 00:00:00,Yes,,,,-44.693333,-65.674458,Yes,High Tide Level,Barometric altimeter,1,0,4.5,0.5,"The elevation is taken from a diagram in the paper. The conversion from high tide to mean tide is 3+-0.5 m, based on the values from table 4.5 in Schellmann (1998).   
 The uncertainty includes that range, plus 20% of the reported elevation (0.2 m).",Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",177.00,13.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,351.000,,11,"U/Th content determined using neutron activation analysis







K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,4.8000,,6.5000,,1.4500,,,,,,5.2000,,,,,,,,1.2800,,,,1.5480,,0.1580,,,,,,,,,,,,,,,,"- species: Protothaca Sp

- shell thickness (before/after preparation, mm): 4.89/4.38

- Aragonite: 99%",Evan Gowan,Evan Gowan,2020-03-05 03:20:25
62,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-029,SC89-029-001,D-2548,University of Dusseldorf,1995-01-01 00:00:00,Yes,,,,-44.693333,-65.674458,Yes,High Tide Level,Barometric altimeter,1,0,4.5,0.5,"The elevation is taken from a diagram in the paper. The conversion from high tide to mean tide is 3+-0.5 m, based on the values from table 4.5 in Schellmann (1998).   

 The uncertainty includes that range, plus 20% of the reported elevation (0.2 m).",Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",144.00,19.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,387.000,,11,"U/Th content determined using neutron activation analysis















K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,4.8000,,6.5000,,1.4500,,,,,,3.9500,,,,,,,,1.0110,,,,1.3880,,0.2960,,,,,,,,,,,,,,,,"- species: Protothaca Sp



- shell thickness (before/after preparation, mm): 3.10/2.98



- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-05 03:25:36
63,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-030,SC89-030-001,D-2549,University of Dusseldorf,1995-01-01 00:00:00,Yes,,,,-44.693333,-65.674458,Yes,High Tide Level,Barometric altimeter,6.5,0,9.5,1.4,"The elevation is taken from a diagram in the paper. The conversion from high tide to mean tide is 3+-0.5 m, based on the values from table 4.5 in Schellmann (1998).   

 The uncertainty includes that range, plus 20% of the reported elevation (1.3 m).",Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",99.00,12.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,294.000,,5,"U/Th content determined using neutron activation analysis















K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,2.7000,,4.9500,,1.1500,,,,,,3.7000,,,,,,,,0.8140,,,,1.7480,,0.4320,,,,,,,,,,,,,,,,"- species: Protothaca Sp

- shell thickness (before/after preparation, mm): 2.66/2.45

- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-05 03:29:14
64,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-031,SC89-031-001,D-2550,University of Dusseldorf,1995-01-01 00:00:00,Yes,,,,-44.693333,-65.674458,Yes,High Tide Level,Barometric altimeter,6.5,0,9.5,1.4,"The elevation is taken from a diagram in the paper. The conversion from high tide to mean tide is 3+-0.5 m, based on the values from table 4.5 in Schellmann (1998).   

 The uncertainty includes that range, plus 20% of the reported elevation (1.3 m).",Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",92.00,9.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,269.000,,5,"U/Th content determined using neutron activation analysis















K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,2.7000,,4.9500,,1.1500,,,,,,2.5500,,,,,,,,0.5290,,,,1.7480,,0.6150,,,,,,,,,,,,,,,,"- species: Pitar Sp

- shell thickness (before/after preparation, mm): 1.85/1.66

- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-05 03:33:05
65,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-032,SC89-032-001,D-2665,University of Dusseldorf,1995-01-01 00:00:00,Yes,,,,-44.693333,-65.674458,Yes,High Tide Level,Barometric altimeter,6.5,0,9.5,1.4,"The elevation is taken from a diagram in the paper. The conversion from high tide to mean tide is 3+-0.5 m, based on the values from table 4.5 in Schellmann (1998).   

 The uncertainty includes that range, plus 20% of the reported elevation (1.3 m).",Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",115.00,9.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,265.000,,5,"U/Th content determined using neutron activation analysis















K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,2.6000,,5.2500,,1.1500,,,,,,1.7000,,,,,,,,0.4160,,,,1.7480,,0.1360,,,,,,,,,,,,,,,,"- species: unknown

- shell thickness (before/after preparation, mm): 3.66/2.16

- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-05 03:35:17
66,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-033,SC89-033-001,D-2635,University of Dusseldorf,1995-01-01 00:00:00,Yes,,,,-44.716369,-65.692727,Yes,Mean Sea Level / General definition,Barometric altimeter,14,0,14,2.8,The elevation is taken from a diagram in the paper. The uncertainty includes 20% of the reported elevation (2.8 m).,Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",123.00,22.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,226.000,,2.5,"U/Th content determined using neutron activation analysis















K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,2.9000,,8.6000,,2.0500,,,,,,0.7500,,,,,,,,0.1910,,,,1.5890,,0.0550,,,,,,,,,,,,,,,,"- species: unknown

- shell thickness (before/after preparation, mm): 4.81/2.68

- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-05 23:25:17
67,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-034,SC89-034-001,D-2412A,University of Dusseldorf,1995-01-01 00:00:00,Yes,,,,-44.716369,-65.692727,Yes,Mean Sea Level / General definition,Barometric altimeter,14,0,14,2.8,The elevation is taken from a diagram in the paper. The uncertainty includes 20% of the reported elevation (2.8 m).,Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",117.00,21.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,243.000,,2.5,"U/Th content determined using neutron activation analysis































K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,2.9000,,8.6000,,2.0500,,,,,,1.0500,,,,,,,,0.2520,,,,1.5890,,0.2480,,,,,,,,,,,,,,,,"- species: Protothaca sp.

- shell thickness (before/after preparation, mm): 3.24/2.73

- Aragonite: 99%",Evan Gowan,Evan Gowan,2020-03-05 23:32:03
68,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-035,SC89-035-001,K-2412B,University of Cologne,1995-01-01 00:00:00,Yes,,,,-44.716369,-65.692727,Yes,Mean Sea Level / General definition,Barometric altimeter,14,0,14,2.8,The elevation is taken from a diagram in the paper. The uncertainty includes 20% of the reported elevation (2.8 m).,Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",139.00,8.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,281.000,,2.5,"U/Th content determined using neutron activation analysis















K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,2.9000,,8.6000,,2.0500,,,,,,1.0500,,,,,,,,0.2770,,,,1.5890,,0.1450,,,,,,,,,,,,,,,,"- species: Protothaca sp.

- shell thickness (before/after preparation, mm): 5.32/4.83

- Aragonite: 99%",Evan Gowan,Evan Gowan,2020-03-05 23:31:34
69,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-036,SC89-036-001,D-2414,University of Dusseldorf,1995-01-01 00:00:00,Yes,,,,-44.716369,-65.692727,Yes,Mean Sea Level / General definition,Barometric altimeter,14,0,14,2.8,The elevation is taken from a diagram in the paper. The uncertainty includes 20% of the reported elevation (2.8 m).,Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",108.00,12.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,217.000,,2.5,"U/Th content determined using neutron activation analysis















K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,2.9000,,8.6000,,2.0500,,,,,,0.9000,,,,,,,,0.2120,,,,1.5890,,0.2080,,,,,,,,,,,,,,,,"- species: unknown, not articulated

- shell thickness (before/after preparation, mm): 3.91/3.45

- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-05 23:34:39
71,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-037,SC89-037-001,D-2611,University of Dusseldorf,1995-01-01 00:00:00,Yes,,,,-46.563719,-67.428405,Yes,Mean Sea Level / General definition,Barometric altimeter,21,0,21,4.2,The elevation is taken from a diagram in the paper. The uncertainty includes 20% of the reported elevation (4.2 m).,Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",113.00,12.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,232.000,,3.5,"U/Th content determined using neutron activation analysis















K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,0.9500,,3.3000,,1.3500,,,,,,3.0000,,,,,,,,0.7730,,,,0.7530,,0.1290,,,,,,,,,,,,,,,,"- species: Protothaca sp.

- shell thickness (before/after preparation, mm): 3.66/3.37

- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-06 01:07:18
70,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-038,SC89-038-001,D-2612,University of Dusseldorf,1995-01-01 00:00:00,Yes,,,,-46.563719,-67.428405,Yes,Mean Sea Level / General definition,Barometric altimeter,21,0,21,4.2,The elevation is taken from a diagram in the paper. The uncertainty includes 20% of the reported elevation (4.2 m).,Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",113.00,12.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,235.000,,3.5,"U/Th content determined using neutron activation analysis















K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,0.9500,,3.3000,,1.3500,,,,,,4.9000,,,,,,,,1.1220,,,,0.7530,,0.2150,,,,,,,,,,,,,,,,"- species: Amiantis purp.

- shell thickness (before/after preparation, mm): 2.32/2.08

- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-06 01:04:24
72,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-039,SC89-039-001,D-2613,University of Dusseldorf,1995-01-01 00:00:00,Yes,,,,-46.557820,-67.434343,Yes,Mean Sea Level / General definition,Barometric altimeter,12,0,12,2.4,The elevation is taken from a diagram in the paper. The uncertainty includes 20% of the reported elevation (2.4 m).,Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",111.00,20.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,186.000,,7,"U/Th content determined using neutron activation analysis















K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,0.9500,,3.3000,,1.3500,,,,,,2.8500,,,,,,,,0.6420,,,,0.7650,,0.2630,,,,,,,,,,,,,,,,"- species: unknown

- shell thickness (before/after preparation, mm): 2.17/2.07

- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-06 01:57:57
73,1,Molluscs,,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Schellmann, 1998
 Gowan et al., 2021",SC98-040,SC89-040-001,D-2614,University of Dusseldorf,1995-01-01 00:00:00,Yes,,,,-46.557820,-67.434343,Yes,Mean Sea Level / General definition,Barometric altimeter,12,0,12,2.4,The elevation is taken from a diagram in the paper. The uncertainty includes 20% of the reported elevation (2.4 m).,Equal to,MIS 5,"The entered age is based on an early uptake model, which is regarded as producing a more realistic age.",128.00,24.00,,100-200,200,"Multiple aliquots, 20 were typically used.","Bruker 200tt, Jeol, Bruker ESP 300E spectrometer",,"radiation source: gamma from 60Co; dosages up to 365, 890, 1141, 1246 or 1780 Gy; microwave power: 10 or 25 mW; modulation amplitude: 0.5 or 1-125G; sweep width: 25-50G",2.0006,,,,multiple additive method,,,DATA-IV,D-DP procedure (plateau-screening),,203.000,,7,"U/Th content determined using neutron activation analysis















K content determined using neutron activation analysis, atomic absorption spectroscopy and X-ray fluorescence",N/A,0.9500,,3.3000,,1.3500,,,,,,2.7000,,,,,,,,0.6670,,,,0.7650,,0.1540,,,,,,,,,,,,,,,,"- species: Protothaca ant.

- shell thickness (before/after preparation, mm): 3.13/2.77

- Aragonite: 100%",Evan Gowan,Evan Gowan,2020-03-06 02:00:05
