WALIS U-Series ID,Is this datapoint public?,Material type,Details on dated material,Type of spectrometry,Reference(s),IGSN,Sample ID,Analysis ID,Reported ID,Date of analysis,Accepted?,Reason for rejection,Screening,Latitude (decimal degrees),Longitude (decimal degrees),Reported Latitude,Reported Longitude,Are Lat/Long estimated?,Comments on geographic coordinates,Original elevation datum used,Elevation measurement method,Reported elevation (m),Reported elevation uncertainty (m),Elevation above MSL (m),Elevation uncertainty used (m),Elevation comments,Terrace ID,Facies description,Reported as in situ?,Reported as in growth position?,Taxa information (as reported),Family,Genus,Species,Pa/Th age?,14C age?,Instrument,Decay constants,Comments on decay constants,Calibration method for 230Th/238U ratio,Calibration method for 234U/238U ratio,Comments on spike calibration,Published % calcite,Interpreted % calcite,[230Th/232Th]ACT backcalculated?,[232Th/238U]ACT backcalculated?,[230Th/238U]ACT backcalculated?,[234Th/238U]ACT backcalculated?,[232Th] (ppb),[232Th] (ppb) uncertainty (±2σ),[238U] (ppm),[238U] (ppm) uncertainty (±2σ),Atomic ratio (232Th/238U)*10^5,Initial 230Th/232Th,[230Th/232Th]ACT,[230Th/232Th]ACT uncertainty (±2σ),[232Th/238U]ACT,[232Th/238U]ACT uncertainty (±2σ),[230Th/234U]ACT,[230Th/234U]ACT uncertainty (±2σ),Reference material name for 230Th/238U,Reference material name for 234U/238U,Correction factor for 230Th/238U,Correction factor for 230Th/238U uncertainty (±2σ),Correction factor for 234U/238U,Correction factor for 234U/238U uncertainty (±2σ),Comments,Recalculated [230Th/238U]ACT,Recalculated [230Th/238U]ACT uncertainty (±2σ),Recalculated [234U/238U]ACT,Recalculated [234U/238U]ACT uncertainty (±2σ),Age is Older/Equal/Younger than,Marine Isotopic Stage,Age determination,Record created by,Record updated by,Last Update
570,1,Mollusk or algae,,Alpha,"Rostami et al., 2000
 Gowan et al., 2021",,RO00-007,RO00-007-001,6265,,Yes,"Age is Mid-Wisconsin in age, which is too young for this deposit which is likely MIS 5 in age. ESR dates from same deposit are consistent with MIS 5 or older.",,-46.519334,-67.460706,,,Yes,,Mean Sea Level / General definition,Barometric altimeter,15,0.5,15,3.7,"The elevation is based on the top of the terrace, which was stated to be 16.5 +-0.5 m in Table 1. The sample was collected from a gravel pit which was 2-3  m deep, so we have subtracted 1.5 m to get the elevation. The elevation uncertainty includes the 0.5 m range reported, half the gravel pit depth (1.5 m), plus 20% of the elevation on the top of the terrace (3.3 m).",,Shells were in stratified silty sand,Yes,Yes,,,,,No,No,Not reported,No Info,"reported - 234U: 358000 years, 230Th: 109000 years",SE,SE,,,,no,no,no,no,,,0.78,0.02,,,36,,,,0.75,0.02,,,,,,,,,,,,Equal to,MIS 5,137 +- 7 ka,Evan Gowan,Evan Gowan,2020-03-10 04:14:50
571,1,Mollusk or algae,,Alpha,"Rostami et al., 2000
 Gowan et al., 2021",,RO00-008,RO00-008-001,5535,,Yes,"Age is Mid-Wisconsin in age, which is too young for this deposit which is likely MIS 5 in age. ESR dates from same deposit are consistent with MIS 5 or older.",,-46.339830,-67.573568,,,Yes,,Mean Sea Level / General definition,Barometric altimeter,16.5,0.5,16.5,3.3,"The elevation is based on the top of the terrace, which was stated to be 16.5 +-0.5 m in Table 1. The sample was taken from a road cut. The elevation uncertainty includes the 0.5 m range reported,  plus 20% of the elevation on the top of the terrace (3.3 m).",,Shells were in stratified silty sand,Yes,Yes,,,,Mercenaria sp.,No,No,Not reported,No Info,"reported - 234U: 358000 years, 230Th: 109000 years",SE,SE,,,,no,no,no,no,,,2.92,0.24,,,83,,,,0.74,0.06,,,,,,,,,,,,Equal to,MIS 5,133 +- 15 ka,Evan Gowan,Evan Gowan,2020-03-10 04:44:33
572,1,Mollusk or algae,,Alpha,"Rostami et al., 2000
 Gowan et al., 2021",,RO00-009,RO00-009-001,6082,,Yes,"Age is Mid-Wisconsin in age, which is too young for this deposit which is likely MIS 5 in age. ESR dates from same deposit are consistent with MIS 5 or older.",,-46.339830,-67.573568,,,Yes,,Mean Sea Level / General definition,Barometric altimeter,16.5,0.5,16.5,3.3,"The elevation is based on the top of the terrace, which was stated to be 16.5 +-0.5 m in Table 1. The sample was taken from a road cut. The elevation uncertainty includes the 0.5 m range reported,  plus 20% of the elevation on the top of the terrace (3.3 m).",,Shells were in stratified silty sand,Yes,Yes,,,,Mercenaria sp.,No,No,Not reported,No Info,"reported - 234U: 358000 years, 230Th: 109000 years",SE,SE,,,,no,no,no,no,,,1.3,0.04,,,,,,,0.75,0.03,,,,,,,,,,,,Equal to,MIS 5,143 +- 11 ka,Evan Gowan,Evan Gowan,2020-03-10 04:47:26
573,1,Mollusk or algae,,Alpha,"Rostami et al., 2000
 Gowan et al., 2021",,RO00-010,RO00-010-001,6627,,Yes,"Age is Mid-Wisconsin in age, which is too young for this deposit which is likely MIS 5 in age. ESR dates from same deposit are consistent with MIS 5 or older.",,-47.080481,-65.947399,,,Yes,,Mean Sea Level / General definition,Barometric altimeter,16.5,0.5,16.5,3.3,"The elevation is based on the top of the terrace, which was stated to be 16.5 +-0.5 m in Table 1. The sample was taken at an unknown depth below the surface. The elevation uncertainty includes the 0.5 m range reported,  plus 20% of the elevation on the top of the terrace (3.3 m).",,Shells were in stratified silty sand,Yes,Yes,,,,Mytilus sp.,No,No,Not reported,No Info,"reported - 234U: 358000 years, 230Th: 109000 years",SE,SE,,,,no,no,no,no,,,1.0,0.04,,,,,,,0.64,0.04,,,,,,,,,,,,Equal to,MIS 5,104 +- 10 ka,Evan Gowan,Evan Gowan,2020-03-10 06:42:01
574,1,Mollusk or algae,,Alpha,"Rostami et al., 2000
 Gowan et al., 2021",,RO00-011,RO00-011-001,6641,,Yes,"Age is Mid-Wisconsin in age, which is too young for this deposit which is likely MIS 5 in age. ESR dates from same deposit are consistent with MIS 5 or older.",,-47.080481,-65.947399,,,Yes,,Mean Sea Level / General definition,Barometric altimeter,16.5,0.5,16.5,3.3,"The elevation is based on the top of the terrace, which was stated to be 16.5 +-0.5 m in Table 1. The sample was taken at an unknown depth below the surface. The elevation uncertainty includes the 0.5 m range reported,  plus 20% of the elevation on the top of the terrace (3.3 m).",,Shells were in stratified silty sand,Yes,Yes,,,,Mytilus sp.,No,No,Not reported,No Info,"reported - 234U: 358000 years, 230Th: 109000 years",SE,SE,,,,no,no,no,no,,,1.45,0.05,,,97,,,,0.77,0.03,,,,,,,,,,,,Equal to,MIS 5,137 +- 7 ka,Evan Gowan,Evan Gowan,2020-03-10 06:44:43
575,1,Mollusk or algae,,Alpha,"Rostami et al., 2000
 Gowan et al., 2021",,RO00-012,RO00-012-001,6642,,Yes,"Age is Mid-Wisconsin in age, which is too young for this deposit which is likely MIS 5 in age. ESR dates from same deposit are consistent with MIS 5 or older.",,-47.080481,-65.947399,,,Yes,,Mean Sea Level / General definition,Barometric altimeter,16.5,0.5,16.5,3.3,"The elevation is based on the top of the terrace, which was stated to be 16.5 +-0.5 m in Table 1. The sample was taken at an unknown depth below the surface. The elevation uncertainty includes the 0.5 m range reported,  plus 20% of the elevation on the top of the terrace (3.3 m).",,Shells were in stratified silty sand,Yes,Yes,,,,Mytilus sp.,No,No,Not reported,No Info,"reported - 234U: 358000 years, 230Th: 109000 years",SE,SE,,,,no,no,no,no,,,1.10,0.05,,,57,,,,0.65,0.04,,,,,,,,,,,,Equal to,MIS 5,108 +- 10 ka,Evan Gowan,Evan Gowan,2020-03-10 06:47:37
578,1,Mollusk or algae,,Alpha,"Rostami et al., 2000
 Gowan et al., 2021",,RO00-013,RO00-013-001,5675,,Yes,"Age is Mid-Wisconsin in age, which is too young for this deposit which is likely MIS 5 in age. ESR dates from same deposit are consistent with MIS 5 or older.",,-49.315728,-67.776302,,,Yes,,Mean Sea Level / General definition,Barometric altimeter,15.5,0.5,15.5,3.3,"The elevation is based on the top of the terrace, which was stated to be 16.5 +-0.5 m in Table 1. The sample was taken from about 1.2 m depth. We have subtracted 1 m from the terrace elevation. The elevation uncertainty includes the 0.5 m range reported,  plus 20% of the elevation on the top of the terrace (3.3 m).",,Shells were in stratified silty sand,Yes,Yes,,,,Mytilus sp.,No,No,Not reported,No Info,"reported - 234U: 358000 years, 230Th: 109000 years",SE,SE,,,,no,no,no,no,,,0.95,0.04,,,,,,,0.67,0.03,,,,,,,,,,,,Equal to,MIS 5,115 +- 9 ka,Evan Gowan,Evan Gowan,2020-03-10 07:47:23
576,1,Mollusk or algae,,Alpha,"Rostami et al., 2000
 Gowan et al., 2021",,RO00-014,RO00-014-001,6140,,Yes,"Age is Mid-Wisconsin in age, which is too young for this deposit which is likely MIS 5 in age. ESR dates from same deposit are consistent with MIS 5 or older.",,-49.315728,-67.776302,,,Yes,,Mean Sea Level / General definition,Barometric altimeter,15.5,0.5,15.5,3.3,"The elevation is based on the top of the terrace, which was stated to be 16.5 +-0.5 m in Table 1. The sample was taken from about 1.2 m depth. We have subtracted 1 m from the terrace elevation. The elevation uncertainty includes the 0.5 m range reported,  plus 20% of the elevation on the top of the terrace (3.3 m).",,Shells were in stratified silty sand,Yes,Yes,,,,Mytilus sp.,No,No,Not reported,No Info,"reported - 234U: 358000 years, 230Th: 109000 years",SE,SE,,,,no,no,no,no,,,0.65,0.03,,,,,,,0.72,0.04,,,,,,,,,,,,Equal to,MIS 5,134 +- 14 ka,Evan Gowan,Evan Gowan,2020-03-10 07:48:25
577,1,Mollusk or algae,,Alpha,"Rostami et al., 2000
 Gowan et al., 2021",,RO00-015,RO00-015-001,6271,,Yes,"Age is Mid-Wisconsin in age, which is too young for this deposit which is likely MIS 5 in age. ESR dates from same deposit are consistent with MIS 5 or older.",,-49.315728,-67.776302,,,Yes,,Mean Sea Level / General definition,Barometric altimeter,15.5,0.5,15.5,3.3,"The elevation is based on the top of the terrace, which was stated to be 16.5 +-0.5 m in Table 1. The sample was taken from about 1.2 m depth. We have subtracted 1 m from the terrace elevation. The elevation uncertainty includes the 0.5 m range reported,  plus 20% of the elevation on the top of the terrace (3.3 m).",,Shells were in stratified silty sand,Yes,Yes,,,,Mytilus sp.,No,No,Not reported,No Info,"reported - 234U: 358000 years, 230Th: 109000 years",SE,SE,,,,no,no,no,no,,,1.23,0.02,,,,,,,0.72,0.02,,,,,,,,,,,,Equal to,MIS 5,128 +- 6 ka,Evan Gowan,Evan Gowan,2020-03-10 07:28:49
806,1,Mollusk or algae,Hominid footprint-bearing lagoonal sediments,Alpha,"Roberts and Berger 1997
 Cooper and Green, 2020",,RO97-001,RO97-001-001,RB97-04,,Yes,,,-33.152777,18.038333,,,,,Not reported,Not reported,1.7,0.1,N/A,N/A,,,,,,,,,,No,No,Not reported,No Info,,SE,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal to,MIS 5,U/Th = 103 +/- 7 ka,Andrew Cooper,Andrew Cooper,2020-12-16 11:06:40
808,1,Mollusk or algae,Hominid footprint-bearing lagoonal sediments,Alpha,"Roberts and Berger 1997
 Cooper and Green, 2020",,RO97-002,RO97-002-001,RB97-05,,Yes,,,-33.152777,18.038333,,,Yes,,Not reported,Not reported,1.7,0.1,N/A,N/A,,,,,,,,,,No,No,Not reported,No Info,,SE,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal to,MIS 5,U/Th= 102+/- 7 ka,Andrew Cooper,Andrew Cooper,2020-12-16 11:07:07
2007,1,Mollusk or algae,marine shells were collected from a cross section cut by road works into the terrace level,Mass spectrometer,"Saillard et al., 2012
 Freisleben et al., 2021",,SA12-001,SA12-001-001,11,,Yes,,,-30.261560,-71.482290,,,,,Not reported,Not reported,12,N/A,,,,,,,,,,,,,,ICP-MS,No Info,,SE,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal to,MIS 5c,94.5 +/- 1.5 ka,Roland Freisleben,,2020-09-18 08:50:23
528,1,Mollusk or algae,,Alpha,"Rostami et al., 2000
 Schellmann, 1998
 Gowan et al., 2021",,SC98-001,SC98-001-001,D-2439,1988-01-01 00:00:00,No,"Age is Mid-Wisconsin in age, which is too young for this deposit which is likely MIS 5 in age. ESR dates from same deposit are consistent with MIS 5.",,-45.137133,-66.579214,,,Yes,,Mean Sea Level / General definition,Barometric altimeter,9.4,0,9.4,1.9,"Elevation of sample is about 0.6 m below the top of the outcrop, which is 10 m above mean sea level. The uncertainty is 20% of the reported elevation.",,The shell was from a gravelly beach deposit that was at least 2 m thick.,Yes,Yes,,,,Glycymeris Sp.,No,No,Not reported,No Info,"reported - 234U: 358000 years, 230Th: 109000 years",SE,SE,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,Older than,MIS 3,53 +- 5 ka,Evan Gowan,Evan Gowan,2020-03-10 02:39:53
529,1,Mollusk or algae,,Alpha,"Rostami et al., 2000
 Schellmann, 1998
 Gowan et al., 2021",,SC98-002,SC98-002-001,D-2432,1988-01-01 00:00:00,No,"Age is Mid-Wisconsin in age, which is too young for this deposit which is likely MIS 5 in age. ESR dates from same deposit are consistent with MIS 5 or older.",,-45.090195,-66.530682,,,Yes,,Mean Sea Level / General definition,Barometric altimeter,8.5,0,8.5,4,"Elevation is relative to the top of the outcrop, which was described as ""approximately 20 m"". The elevation uncertainty is 20% of this value (4 m).",,The shell was from a gravelly beach deposit.,Yes,Yes,,,,Protothaca ant.,No,No,Not reported,No Info,"reported - 234U: 358000 years, 230Th: 109000 years",SE,SE,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,Older than,MIS 3,60 +- 2 ka,Evan Gowan,Evan Gowan,2020-03-10 02:39:38
532,1,Mollusk or algae,,Alpha,"Rostami et al., 2000
 Schellmann, 1998
 Gowan et al., 2021",,SC98-003,SC98-003-001,D-2430,1988-01-01 00:00:00,No,"Age is Mid-Wisconsin in age, which is too young for this deposit which is likely MIS 5 in age. ESR dates from same deposit are consistent with MIS 5 or older.",,-45.090195,-66.530682,,,Yes,,Mean Sea Level / General definition,Barometric altimeter,7.2,0,7.2,4,"Elevation is relative to the top of the outcrop, which was described as ""approximately 20 m"". The elevation uncertainty is 20% of this value (4 m).",,The shell was from fine sand sub-littoral deposits,Yes,Yes,,,,Protothaca ant.,No,No,Not reported,No Info,"reported - 234U: 358000 years, 230Th: 109000 years",SE,SE,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,Older than,MIS 3,58 +- 2 ka,Evan Gowan,Evan Gowan,2020-03-10 02:39:21
558,1,Mollusk or algae,,Alpha,"Rostami et al., 2000
 Schellmann, 1998
 Gowan et al., 2021",,SC98-004,SC98-004-001,D-2352,1988-01-01 00:00:00,Yes,"Age is Mid-Wisconsin in age, which is too young for this deposit which is likely MIS 5 in age. ESR dates from same deposit are consistent with MIS 5 or older.",,-47.034568,-66.678840,,,Yes,,Mean Sea Level / General definition,Barometric altimeter,12.6,0,12.6,2.7,The elevation is taken from a diagram in the paper. The uncertainty includes 20% of the reported elevation (2.7 m).,,The shell was from a beach ridge deposit.,Yes,Yes,,,,Protothaca sp.,No,No,Not reported,No Info,"reported - 234U: 358000 years, 230Th: 109000 years",SE,SE,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,Equal to,MIS 5,103 +- 8 ka,Evan Gowan,Evan Gowan,2020-03-10 02:39:08
559,1,Mollusk or algae,,Alpha,"Rostami et al., 2000
 Schellmann, 1998
 Gowan et al., 2021",,SC98-005,SC98-005-001,D-2353,1988-01-01 00:00:00,No,"Age is Mid-Wisconsin in age, which is too young for this deposit which is likely MIS 5 in age. ESR dates from same deposit are consistent with MIS 5 or older.",,-47.034568,-66.678840,,,Yes,,Mean Sea Level / General definition,Barometric altimeter,12.6,0,12.6,2.7,The elevation is taken from a diagram in the paper. The uncertainty includes 20% of the reported elevation (2.7 m).,,The shell was from a beach ridge deposit.,Yes,Yes,,,,Protothaca sp.,No,No,Not reported,No Info,"reported - 234U: 358000 years, 230Th: 109000 years",SE,SE,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,Older than,MIS 3,53 +- 5 ka,Evan Gowan,Evan Gowan,2020-03-10 02:38:45
560,1,Mollusk or algae,,Alpha,"Rostami et al., 2000
 Schellmann, 1998
 Gowan et al., 2021",,SC98-006,SC98-006-001,D-2356B,1988-01-01 00:00:00,Yes,"Age is Mid-Wisconsin in age, which is too young for this deposit which is likely MIS 5 in age. ESR dates from same deposit are consistent with MIS 5 or older.",,-47.034568,-66.678840,,,Yes,,Mean Sea Level / General definition,Barometric altimeter,12.6,0,12.6,2.7,The elevation is taken from a diagram in the paper. The uncertainty includes 20% of the reported elevation (2.7 m).,,The shell was from a beach ridge deposit.,Yes,Yes,,,,unknown,No,No,Not reported,No Info,"reported - 234U: 358000 years, 230Th: 109000 years",SE,SE,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,Equal to,MIS 5,136 +- 7 ka,Evan Gowan,Evan Gowan,2020-03-10 02:38:24
561,1,Mollusk or algae,,Alpha,"Rostami et al., 2000
 Schellmann, 1998
 Gowan et al., 2021",,SC98-007,SC98-007-001,K-2317,1988-01-01 00:00:00,Yes,"Age is Mid-Wisconsin in age, which is too young for this deposit which is likely MIS 5 in age. ESR dates from same deposit are consistent with MIS 5 or older.",,-42.483933,-63.611197,,,Yes,,Mean Sea Level / General definition,Barometric altimeter,7.5,0,7.5,1.5,The elevation is taken from a diagram in the paper. The uncertainty includes 20% of the reported elevation (1.5 m).,,The shell was from a lagoon deposit,Yes,Yes,,,,Pitar sp.,No,No,Not reported,No Info,"reported - 234U: 358000 years, 230Th: 109000 years",SE,SE,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,Older than,MIS 5,240 +- 31 ka,Evan Gowan,Evan Gowan,2020-03-10 02:38:06
562,1,Mollusk or algae,,Alpha,"Rostami et al., 2000
 Schellmann, 1998
 Gowan et al., 2021",,SC98-008,SC98-008-001,D-2339,1988-01-01 00:00:00,Yes,"Age is Mid-Wisconsin in age, which is too young for this deposit which is likely MIS 5 in age. ESR dates from same deposit are consistent with MIS 5 or older.",,-42.483933,-63.611197,,,Yes,,Mean Sea Level / General definition,Barometric altimeter,7.5,0,7.5,1.5,The elevation is taken from a diagram in the paper. The uncertainty includes 20% of the reported elevation (1.5 m).,,The shell was from a lagoon deposit,Yes,Yes,,,,Pitar sp.,No,No,Not reported,No Info,"reported - 234U: 358000 years, 230Th: 109000 years",SE,SE,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,Equal to,MIS 5,92 +- 5 ka,Evan Gowan,Evan Gowan,2020-03-10 02:37:48
1997,1,Mollusk or algae,,Mass spectrometer,"Sivan et al., 2016
 Sivan and Galili, 2020",,SI16,SI16-001,RH-S-1.1 A,,Yes,,,33.093000,35.105000,,,No,,Not reported,Not reported,N/A,N/A,,,,,"The Strombus bubonius bearing unit poorly sorted, coarse gravel unit composed of subrounded-rounded cobbles and few bolders, fine silt quartz and bioclasts including the diagnostic Strombus bubonius LMK (Persististrombus latus or Lentigo latus).",,,,,,,,,MC-ICP-MS,No Info,,SE,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal to,MIS 5e,"The Yasaf unit time frame is based on U-Th dating of recrystallized Strombus bubonius shells  indicating an alternation age, indicating the sea level retreat and exposure to meteoric water. Therefore, the calculated age of ~110 ± 8 ka, constrains the unit by a lower age limit. ",Dorit Sivan and Ehud Galili,Dorit Sivan and Ehud Galili,2020-10-08 08:26:21
1998,1,Mollusk or algae,,Mass spectrometer,"Sivan et al., 2016
 Sivan and Galili, 2020",,SI16,SI16-002,RH-S-1.1 B,,Yes,,,33.093000,35.105000,,,No,,Not reported,Not reported,N/A,N/A,,,,,"The Strombus bubonius bearing unit poorly sorted, coarse gravel unit composed of subrounded-rounded cobbles and few bolders, fine silt quartz and bioclasts including the diagnostic Strombus bubonius LMK (Persististrombus latus or Lentigo latus).",,,,,,,,,ICP-MS,No Info,,SE,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal to,MIS 5e,"The Yasaf unit time frame is based on U-Th dating of recrystallized Strombus bubonius shells  indicating an alternation age, indicating the sea level retreat and exposure to meteoric water. Therefore, the calculated age of ~110 ± 8 ka, constrains the unit by a lower age limit. ",Dorit Sivan and Ehud Galili,Dorit Sivan and Ehud Galili,2020-10-08 08:27:46
1999,1,Mollusk or algae,,Mass spectrometer,"Sivan et al., 2016
 Sivan and Galili, 2020",,SI16,SI16-003,RH-S-1.1 C,,Yes,,,33.093000,35.105000,,,No,,Not reported,Not reported,N/A,N/A,,,,,"The Strombus bubonius bearing unit poorly sorted, coarse gravel unit composed of subrounded-rounded cobbles and few bolders, fine silt quartz and bioclasts including the diagnostic Strombus bubonius LMK (Persististrombus latus or Lentigo latus).",,,,,,,,,ICP-MS,No Info,,SE,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal to,MIS 5e,"The Yasaf unit time frame is based on U-Th dating of recrystallized Strombus bubonius shells  indicating an alternation age, indicating the sea level retreat and exposure to meteoric water. Therefore, the calculated age of ~110 ± 8 ka, constrains the unit by a lower age limit. ",Dorit Sivan and Ehud Galili,Dorit Sivan and Ehud Galili,2020-10-08 08:30:27
2000,1,Mollusk or algae,,Mass spectrometer,"Sivan et al., 2016
 Sivan and Galili, 2020",,SI16,SI16-004,RH-S-1.2 C,,Yes,,,33.093000,35.105000,,,No,,Not reported,Not reported,N/A,N/A,,,,,"The Strombus bubonius bearing unit poorly sorted, coarse gravel unit composed of subrounded-rounded cobbles and few bolders, fine silt quartz and bioclasts including the diagnostic Strombus bubonius LMK (Persististrombus latus or Lentigo latus).",,,,,,,,,ICP-MS,No Info,,SE,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal to,MIS 5e,"The Yasaf unit time frame is based on U-Th dating of recrystallized Strombus bubonius shells  indicating an alternation age, indicating the sea level retreat and exposure to meteoric water. Therefore, the calculated age of ~110 ± 8 ka, constrains the unit by a lower age limit. ",Dorit Sivan and Ehud Galili,Dorit Sivan and Ehud Galili,2020-10-08 08:30:33
2001,1,Mollusk or algae,,Mass spectrometer,"Sivan et al., 2016
 Sivan and Galili, 2020",,SI16,SI16-005,RH-S-1.2 A,,Yes,,,33.093000,35.105000,,,No,,Not reported,Not reported,N/A,N/A,,,,,"The Strombus bubonius bearing unit poorly sorted, coarse gravel unit composed of subrounded-rounded cobbles and few bolders, fine silt quartz and bioclasts including the diagnostic Strombus bubonius LMK (Persististrombus latus or Lentigo latus).",,,,,,,,,ICP-MS,No Info,,SE,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal to,MIS 5e,"The Yasaf unit time frame is based on U-Th dating of recrystallized Strombus bubonius shells  indicating an alternation age, indicating the sea level retreat and exposure to meteoric water. Therefore, the calculated age of ~110 ± 8 ka, constrains the unit by a lower age limit. ",Dorit Sivan and Ehud Galili,Dorit Sivan and Ehud Galili,2020-10-08 08:30:40
2002,1,Mollusk or algae,,Mass spectrometer,"Sivan et al., 2016
 Sivan and Galili, 2020",,SI16,SI16-006,RH-S-1.2 B,,Yes,,,33.093000,35.105000,,,No,,Not reported,Not reported,N/A,N/A,,,,,"The Strombus bubonius bearing unit poorly sorted, coarse gravel unit composed of subrounded-rounded cobbles and few bolders, fine silt quartz and bioclasts including the diagnostic Strombus bubonius LMK (Persististrombus latus or Lentigo latus).",,,,,,,,,ICP-MS,No Info,,SE,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal to,MIS 5e,"The Yasaf unit time frame is based on U-Th dating of recrystallized Strombus bubonius shells  indicating an alternation age, indicating the sea level retreat and exposure to meteoric water. Therefore, the calculated age of ~110 ± 8 ka, constrains the unit by a lower age limit. ",Dorit Sivan and Ehud Galili,Dorit Sivan and Ehud Galili,2020-10-08 08:31:01
2003,1,Mollusk or algae,,Mass spectrometer,"Sivan et al., 2016
 Sivan and Galili, 2020",,SI16,SI16-007,RH-S-1.4 A,,Yes,,,33.093000,35.105000,,,No,,Not reported,Not reported,N/A,N/A,,,,,"The Strombus bubonius bearing unit poorly sorted, coarse gravel unit composed of subrounded-rounded cobbles and few bolders, fine silt quartz and bioclasts including the diagnostic Strombus bubonius LMK (Persististrombus latus or Lentigo latus).",,,,,,,,,ICP-MS,No Info,,SE,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal to,MIS 5e,"The Yasaf unit time frame is based on U-Th dating of recrystallized Strombus bubonius shells  indicating an alternation age, indicating the sea level retreat and exposure to meteoric water. Therefore, the calculated age of ~110 ± 8 ka, constrains the unit by a lower age limit. ",Dorit Sivan and Ehud Galili,Dorit Sivan and Ehud Galili,2020-10-08 08:33:03
2004,1,Mollusk or algae,,Mass spectrometer,"Sivan et al., 2016
 Sivan and Galili, 2020",,SI16,SI16-008,RH-S-1.4 B,,Yes,,,33.093000,35.105000,,,No,,Not reported,Not reported,N/A,N/A,,,,,"The Strombus bubonius bearing unit poorly sorted, coarse gravel unit composed of subrounded-rounded cobbles and few bolders, fine silt quartz and bioclasts including the diagnostic Strombus bubonius LMK (Persististrombus latus or Lentigo latus).",,,,,,,,,ICP-MS,No Info,,SE,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal to,MIS 5e,"The Yasaf unit time frame is based on U-Th dating of recrystallized Strombus bubonius shells  indicating an alternation age, indicating the sea level retreat and exposure to meteoric water. Therefore, the calculated age of ~110 ± 8 ka, constrains the unit by a lower age limit. ",Dorit Sivan and Ehud Galili,Dorit Sivan and Ehud Galili,2020-10-08 08:32:18
2005,1,Mollusk or algae,,Mass spectrometer,"Sivan et al., 2016
 Sivan and Galili, 2020",,SI16,SI16-009,RH-S-1.4 C,,Yes,,,33.093000,35.105000,,,No,,Not reported,Not reported,N/A,N/A,,,,,,,,,,,,,,ICP-MS,No Info,,SE,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal to,MIS 5e,"The Yasaf unit time frame is based on U-Th dating of recrystallized Strombus bubonius shells  indicating a lower limit of ~110 ± 8 ka. This age indicating the sea level retreat and exposure to meteoric water following the MIS5.5. Therefore, ~110 ± 8 ka is the alteration age, calculated by averaging RH-S-1 samples.",Dorit Sivan and Ehud Galili,Dorit Sivan and Ehud Galili,2020-10-08 08:32:53
2377,1,Mollusk or algae,,Mass spectrometer,"Szabo and Rosholt, 1969
 Thompson and Creveling, 2021",,SR69-001,SR69-001-001,DT-S-1,,Yes,,,34.0305556,-118.7666667,,,Yes ,Coordinates were determined from locating site on topographic maps.,Mean Sea Level / General definition,"dGPS, hand level and tape",,,,,,Dume ,,,,Balanus sp.,Balanidae,Balanus,,No ,No,Not reported,,,,,,100%,,,No,No,No,440,20,0.71,0.01,,,3.5,,,,0.664,0.02,,,,,,,,,,,,Equal to,MIS 5,Age = 112+/-15,Jessica Creveling and Schmitty Thompson,,2020-11-19 11:24:05
2378,1,Mollusk or algae,,Mass spectrometer,"Szabo and Rosholt, 1969
 Thompson and Creveling, 2021",,SR69-002,SR69-002-001,DT-S-2,,Yes,,,34.0305556,-118.7666667,,,Yes ,Coordinates were determined from locating site on topographic maps.,Mean Sea Level / General definition,"dGPS, hand level and tape",,,,,,Dume ,,,,Trachycardium quadragenarium,Cardiidae,Dallocardia,Dallocardia quadragenaria,No ,No,Not reported,,,,,,<2%,,,No,No,No,250,10,2.52,0.02,,,28,,,,0.715,0.021,,,,,,,,,,,,Equal to,MIS 5,Age = 101+/-15,Jessica Creveling and Schmitty Thompson,,2020-11-19 11:24:05
